commune,latitude,longitude,sport,source
Gambais,48.77623,1.6773,tennis,equipement
Guyancourt,48.78037,2.08144,tennis,equipement
Jouy-en-Josas,48.7629,2.1745,tennis,equipement
Mareil-sur-Mauldre,48.8897,1.88519,tennis,equipement
Le Mesnil-Saint-Denis,48.74967,1.960614,tennis,equipement
Montigny-le-Bretonneux,48.77671,2.02724,tennis,equipement
Ponthévrard,48.55541,1.90684,tennis,equipement
Saint-Rémy-lès-Chevreuse,48.69993,2.06624,tennis,equipement
Le Tremblay-sur-Mauldre,48.78078,1.87327,tennis,equipement
Voisins-le-Bretonneux,48.75623,2.0479,tennis,equipement
Bressuire,46.81015,-0.563,tennis,equipement
Brioux-sur-Boutonne,46.14627,-0.22935,tennis,equipement
Cerizay,46.8182,-0.6725,tennis,equipement
Plaine-d'Argenson,46.15683,-0.48131,tennis,equipement
Combrand,46.8644,-0.69451,tennis,equipement
Exireuil,46.43367,-0.19,tennis,equipement
Amiens,49.88132,2.28911,tennis,equipement
Dury,49.84515,2.26547,tennis,equipement
Fouilloy,49.89842,2.50454,tennis,equipement
Gamaches,49.98969,1.54683,tennis,equipement
Aussillon,43.495611,2.362866,tennis,equipement
Dieupentale,43.85885,1.27391,tennis,equipement
Donzac,44.1091354698,0.817908525451,tennis,equipement
Molières,44.1859135151,1.36779860233,tennis,equipement
Réalville,44.1166894823,1.47771137062,tennis,equipement
Cotignac,43.525726,6.152126,tennis,equipement
Grimaud,43.2915315544,6.60118552856,tennis,equipement
La Londe-les-Maures,43.1429988658,6.23351368122,tennis,equipement
Le Revest-les-Eaux,43.1685986239,5.92441499233,tennis,equipement
Rians,43.60454,5.75512,tennis,equipement
Roquebrune-sur-Argens,43.3457312566,6.71229948814,tennis,equipement
Sainte-Maxime,43.29973,6.6249,tennis,equipement
Saint-Raphaël,43.43199,6.87111,tennis,equipement
La Valette-du-Var,43.13517,5.99992,tennis,equipement
Carpentras,44.03933,5.05608,tennis,equipement
La Barre-de-Monts,46.888285619,-2.13756501675,tennis,equipement
Coëx,46.6980213722,-1.75687171106,tennis,equipement
La Garnache,46.89266,-1.82798,tennis,equipement
L'Île-d'Yeu,46.7062473274,-2.32772038663,tennis,equipement
Jard-sur-Mer,46.41837,-1.58353,tennis,equipement
Les Landes-Genusson,46.9667820853,-1.12028273412,tennis,equipement
Luçon,46.4330483229,-1.18215143681,tennis,equipement
Mareuil-sur-Lay-Dissais,46.5340123003,-1.22357010841,tennis,equipement
Noirmoutier-en-l'Île,47.0100059155,-2.23098657243,tennis,equipement
Le Perrier,46.8193284088,-1.99641108513,tennis,equipement
Saint-Jean-de-Monts,46.79205,-2.07716,tennis,equipement
Treize-Septiers,46.98258,-1.22562,tennis,equipement
Cissé,46.64731,0.23648,tennis,equipement
Fontaine-le-Comte,46.53145,0.26469,tennis,equipement
Naintré,46.76335,0.48677,tennis,equipement
Poitiers,46.59513,0.32092,tennis,equipement
Limoges,45.8387,1.22541,tennis,equipement
Limoges,45.836367,1.279469,tennis,equipement
Peyrat-de-Bellac,46.14327,1.04222,tennis,equipement
Deyvillers,48.1961,6.52606,tennis,equipement
Hadol,48.0847,6.47714,tennis,equipement
Nayemont-les-Fosses,48.2867,7.00172,tennis,equipement
Saint-Michel-sur-Meurthe,48.3178,6.88772,tennis,equipement
Laroche-Saint-Cydroine,47.96823,3.48645,tennis,equipement
Maillot,48.17773,3.29863,tennis,equipement
Vermenton,47.658303072,3.73185932636,tennis,equipement
Vincelles,47.70378,3.63469,tennis,equipement
Bièvres,48.74943,2.21814,tennis,equipement
Corbeil-Essonnes,48.6061,2.48842,tennis,equipement
Dourdan,48.529327,2.029526,tennis,equipement
Étampes,48.42388,2.1643,tennis,equipement
Gif-sur-Yvette,48.69849,2.13134,tennis,equipement
Igny,48.73483,2.23177,tennis,equipement
Limours,48.64049,2.08527,tennis,equipement
La Norville,48.58421,2.26937,tennis,equipement
Palaiseau,48.70811,2.24683,tennis,equipement
Saint-Maurice-Montcouronne,48.58629,2.11568,tennis,equipement
Wissous,48.73262,2.32255,tennis,equipement
Antony,48.76272,2.29536,tennis,equipement
Bourg-la-Reine,48.7820381559,2.3194912076,tennis,equipement
Garches,48.84525,2.19018,tennis,equipement
Garches,48.85092,2.18368,tennis,equipement
Issy-les-Moulineaux,48.81611,2.26534,tennis,equipement
Levallois-Perret,48.89404,2.28505,tennis,equipement
Rueil-Malmaison,48.866957,2.206505,tennis,equipement
Rueil-Malmaison,48.876604,2.157759,tennis,equipement
Sceaux,48.7757,2.28951,tennis,equipement
Vanves,48.818157,2.279066,tennis,equipement
Bondy,48.90119,2.4942,tennis,equipement
Coubron,48.91315,2.5834,tennis,equipement
Drancy,48.92274,2.42352,tennis,equipement
Épinay-sur-Seine,48.95457,2.31458,tennis,equipement
Neuilly-sur-Marne,48.86086,2.52615,tennis,equipement
Pantin,48.915736,2.408724,tennis,equipement
Le Pré-Saint-Gervais,48.88808,2.40119,tennis,equipement
Champigny-sur-Marne,48.816606,2.516602,tennis,equipement
Fontenay-sous-Bois,48.845285,2.485266,tennis,equipement
Fresnes,48.75202,2.31564,tennis,equipement
Ormesson-sur-Marne,48.79028,2.54632,tennis,equipement
Villeneuve-Saint-Georges,48.743316,2.451641,tennis,equipement
Brignancourt,49.13584,1.946639,tennis,equipement
Herblay-sur-Seine,49.00437,2.16158,tennis,equipement
Magny-en-Vexin,49.15095,1.78325,tennis,equipement
Pontoise,49.04405,2.08994,tennis,equipement
Pontoise,49.03134,2.0907,tennis,equipement
Lamentin,16.2691823153,-61.634141124,tennis,equipement
Le Lorrain,14.83419,-61.06264,tennis,equipement
Sainte-Marie,14.782212,-60.992614,tennis,equipement
Cayenne,4.92951,-52.30129,tennis,equipement
La Possession,-20.95806,55.32865,tennis,equipement
Saint-Leu,-21.16811,55.28958,tennis,equipement
Saint-Pierre,-21.3338,55.47109,tennis,equipement
Bora-Bora,-16.51654,-151.734366,tennis,equipement
Faaa,-17.552024,-149.600544,tennis,equipement
Pirae,-17.542477,-149.553055,tennis,equipement
Dumbéa,-22.20728,166.476583,tennis,equipement
Païta,-22.139159,166.365439,tennis,equipement
Poindimié,-20.930656,165.322877,tennis,equipement
Bourg-en-Bresse,46.2080448491,5.26597559452,tennis,equipement
Bourg-en-Bresse,46.1957515263,5.21352499723,tennis,equipement
Divonne-les-Bains,46.34472,6.14388,tennis,equipement
Gex,46.3374658009,6.05929523706,tennis,equipement
Gex,46.3356954298,6.0657915473,tennis,equipement
Plateau d'Hauteville,45.9723120298,5.59394270182,tennis,equipement
Jasseron,46.2136204078,5.30984312296,tennis,equipement
Manziat,46.36611,4.89139,tennis,equipement
Mézériat,46.2269894934,5.04797905684,tennis,equipement
Oyonnax,46.2549159945,5.6418415904,tennis,equipement
Pont-de-Vaux,46.4317236773,4.94621068239,tennis,equipement
Port,46.162400298,5.56791454554,tennis,equipement
Saint-Didier-sur-Chalaronne,46.1786605738,4.80972379446,tennis,equipement
Saint-Vulbas,45.82639,5.28472,tennis,equipement
Sault-Brénaz,45.8633722226,5.39513736963,tennis,equipement
Bohain-en-Vermandois,49.992703,3.461957,tennis,equipement
Chézy-sur-Marne,48.99108,3.3636,tennis,equipement
Fresnoy-le-Grand,49.94797,3.41773,tennis,equipement
Hirson,49.928862,4.082494,tennis,equipement
Bellerive-sur-Allier,46.1188338577,3.39979916811,tennis,equipement
Le Mayet-de-Montagne,46.06011,3.6699,tennis,equipement
Tronget,46.42068,3.06377,tennis,equipement
Varennes-sur-Allier,46.30976,3.40134,tennis,equipement
Antibes,43.59435,7.07114,tennis,equipement
Davézieux,45.2513074021,4.70229173169,tennis,equipement
Davézieux,45.2489730643,4.69496279955,tennis,equipement
Joyeuse,44.4838542537,4.23670470715,tennis,equipement
Rochemaure,44.586238,4.708191,tennis,equipement
La Tour-du-Crieu,43.1002526879,1.6562304497,tennis,equipement
Alairac,43.1879064738,2.25077837706,tennis,equipement
Alzonne,43.24636,2.1765,tennis,equipement
Castelnaudary,43.31841,1.9369,tennis,equipement
Limoux,43.06507,2.21347,tennis,equipement
Villegly,43.28589,2.44149,tennis,equipement
Villeneuve-Minervois,43.3162238004,2.46354997158,tennis,equipement
Espalion,44.52182,2.76919,tennis,equipement
La Destrousse,43.3807,5.5998,tennis,equipement
Fontvieille,43.720596,4.70124,tennis,equipement
Port-de-Bouc,43.4129728305,4.99648600817,tennis,equipement
Deauville,49.3615394533,0.0700716823394,tennis,equipement
truestreham,49.284307,-0.254471,tennis,equipement
Saint-Arnoult,49.3392084538,0.0928241015572,tennis,equipement
Saint-Aubin-sur-Mer,49.3279459923,-0.386341050262,tennis,equipement
Troarn,49.180395,-0.190641,tennis,equipement
Villers-sur-Mer,49.3222086579,0.00507295126226,tennis,equipement
Massiac,45.2473792756,3.18956762552,tennis,equipement
Ytrac,44.9143331342,2.36620992422,tennis,equipement
Angoulême,45.63435,0.14762,tennis,equipement
Dolus-d'Oléron,45.912862,-1.253928,tennis,equipement
L'Houmeau,46.1912,-1.16761,tennis,equipement
Chaponnay,45.63225,4.93358,tennis,equipement
Le Mans,48.0151718086,0.168354767571,tennis,equipement
Montauban,44.02182,1.34943,tennis,equipement
Petite-Île,-21.3474268576,55.5612262272,tennis,equipement
Marsilly,46.223939,-1.130004,tennis,equipement
Rochefort,45.9263,-0.967528,tennis,equipement
Saint-Georges-d'Oléron,45.971046,-1.236716,tennis,equipement
Saint-Thomas-de-Conac,45.3821,-0.72195,tennis,equipement
Graçay,47.1338,1.85267,tennis,equipement
La Guerche-sur-l'Aubois,46.948592,2.953327,tennis,equipement
Saint-Doulchard,47.11686,2.35767,tennis,equipement
Montaignac-sur-Doustre,45.350186,1.976721,tennis,equipement
Objat,45.25909,1.41002,tennis,equipement
Dijon,47.30808,5.01398,tennis,equipement
Fontaine-lès-Dijon,47.351626,5.025569,tennis,equipement
Norges-la-Ville,47.40769,5.05234,tennis,equipement
Précy-sous-Thil,47.38779,4.30604,tennis,equipement
Saint-Apollinaire,47.33603,5.07603,tennis,equipement
Saulieu,47.281555,4.225795,tennis,equipement
Venarey-les-Laumes,47.54221,4.45464,tennis,equipement
Vignoles,47.02498,4.88866,tennis,equipement
Penvénan,48.8115139458,-3.30035626888,tennis,equipement
Pleubian,48.83909,-3.14191,tennis,equipement
Pordic,48.5702898895,-2.81145393848,tennis,equipement
Yffiniac,48.48333,-2.67361,tennis,equipement
Boulazac Isle Manoire,45.18512,0.74585,tennis,equipement
Saint-Martial-d'Artenset,45.01584,0.21296,tennis,equipement
Trémolat,44.87892,0.8252,tennis,equipement
Besançon,47.24297,6.00263,tennis,equipement
Les Fins,47.081414,6.638973,tennis,equipement
Gilley,47.05182,6.49161,tennis,equipement
Montfaucon,47.234339,6.07782,tennis,equipement
Châteauneuf-de-Galaure,45.2261005572,4.95225101709,tennis,equipement
Die,44.7631062616,5.35665303469,padel,equipement
Livron-sur-Drôme,44.7774600986,4.84360545874,tennis,equipement
Montéléger,44.8664,4.91991,tennis,equipement
Valence,44.9119549839,4.87403780222,tennis,equipement
La Bonneville-sur-Iton,48.9972754335,1.0495980503,tennis,equipement
Le Neubourg,49.13821,0.90575,tennis,equipement
Boisville-la-Saint-Père,48.3247992,1.695038,tennis,equipement
Dangeau,48.2082845826,1.28940224648,tennis,equipement
Épernon,48.60625,1.67288,tennis,equipement
Illiers-Combray,48.30962,1.23752,tennis,equipement
Briec,48.09899,-3.99403,tennis,equipement
Guilvinec,47.805,-4.2767,tennis,equipement
Moëlan-sur-Mer,47.8182,-3.62629,tennis,equipement
Quimper,47.97321,-4.09808,tennis,equipement
Roscoff,48.71683,-3.98803,tennis,equipement
Bagnols-sur-Cèze,44.16367,4.61468,tennis,equipement
Beauvoisin,43.71913,4.32672,tennis,equipement
Nîmes,43.86199,4.29318,tennis,equipement
Rochefort-du-Gard,43.97994,4.68342,tennis,equipement
Saint-Julien-les-Rosiers,44.17555,4.10576,tennis,equipement
Uchaud,43.74984,4.27091,tennis,equipement
Aspet,43.02447,0.79739,tennis,equipement
Auzielle,43.54745,1.56573,tennis,equipement
Balma,43.60952,1.48639,tennis,equipement
Gagnac-sur-Garonne,43.70036,1.37467,tennis,equipement
Lanta,43.5663584322,1.66371122003,tennis,equipement
Lauzerville,43.55917,1.56539,tennis,equipement
Martres-Tolosane,43.19442,1.00288,tennis,equipement
Miramont-de-Comminges,43.0970690846,0.745973110243,tennis,equipement
Portet-sur-Garonne,43.52052,1.40138,tennis,equipement
Saint-Hilaire,43.42324,1.27958,tennis,equipement
Toulouse,43.60154,1.36696,padel,equipement
Samatan,43.48946,0.92982,tennis,equipement
Beautiran,44.70449,-0.46639,tennis,equipement
Blaye,45.13456,-0.66408,tennis,equipement
Bordeaux,44.84326,-0.62703,tennis,equipement
Le Bouscat,44.87046,-0.61889,tennis,equipement
Castelnau-de-Médoc,45.03199,-0.79075,tennis,equipement
Cénac,44.77856,-0.4666,tennis,equipement
Gradignan,44.77332,-0.6199,tennis,equipement
Lesparre-Médoc,45.2983,-0.9294,tennis,equipement
Macau,45.004581,-0.625467,tennis,equipement
Morizès,44.61338,-0.08942,tennis,equipement
Saint-Médard-en-Jalles,44.88862,-0.77473,tennis,equipement
Toulenne,44.55678,-0.26878,tennis,equipement
Le Verdon-sur-Mer,45.54496,-1.05766,tennis,equipement
Agde,43.28976,3.5105,tennis,equipement
Canet,43.61173,3.48383,tennis,equipement
Cers,43.32046,3.30926,tennis,equipement
Clermont-l'Hérault,43.63448,3.43211,tennis,equipement
Lansargues,43.6536270892,4.0787610691,tennis,equipement
Lavérune,43.58417,3.80146,tennis,equipement
Montpellier,43.63683,3.81467,tennis,equipement
Pézenas,43.45216,3.42428,tennis,equipement
Poussan,43.48634,3.66342,tennis,equipement
Saint-Just,43.65788,4.1176,tennis,equipement
Crevin,47.94109,-1.66167,tennis,equipement
Liffré,48.2098765969,-1.50809526465,tennis,equipement
Louvigné-du-Désert,48.48052,-1.12804,tennis,equipement
Saint-Viâtre,47.5316,1.98358,tennis,equipement
Andrézieux-Bouthéon,45.528899848,4.27412420511,tennis,equipement
Briennon,46.150245603,4.08552736044,tennis,equipement
Feurs,45.75278843,4.22535263,tennis,equipement
Saint-Chamond,45.471493268,4.5311576128,tennis,equipement
Saint-Étienne,45.4376483829,4.36376363039,tennis,equipement
Aurec-sur-Loire,45.3735502576,4.20472472906,tennis,equipement
Monistrol-sur-Loire,45.2912,4.16672,tennis,equipement
Le Puy-en-Velay,45.0488722931,3.88019353151,tennis,equipement
Avessac,47.6508479405,-1.99576467276,tennis,equipement
Batz-sur-Mer,47.2755533023,-2.48205989599,tennis,equipement
Bouguenais,47.17676,-1.59162,tennis,equipement
Nantes,47.2665,-1.57064,tennis,equipement
Pornichet,47.2599010737,-2.33233094215,tennis,equipement
Rezé,47.18112,-1.56795,tennis,equipement
Saint-Julien-de-Concelles,47.2579,-1.38756,tennis,equipement
Touvois,46.899544,-1.687758,tennis,equipement
Beaugency,47.7747276919,1.62968873978,tennis,equipement
Gien,47.700083368,2.62608915567,tennis,equipement
Le Malesherbois,48.2953042109,2.40986824036,tennis,equipement
Nogent-sur-Vernisson,47.8538,2.74097,tennis,equipement
Saint-Jean-le-Blanc,47.88421,1.93287,tennis,equipement
Saint-Martin-d'Abbat,47.8590519967,2.27575242519,tennis,equipement
Viglain,47.72885,2.30663,tennis,equipement
Pradines,44.47007,1.40775,tennis,equipement
Aiguillon,44.29125,0.34242,tennis,equipement
Le Malzieu-Ville,44.85395,3.33658,tennis,equipement
Montrodat,44.57108,3.32571,tennis,equipement
Saint-Chély-d'Apcher,44.8085246002,3.26973172836,tennis,equipement
Angers,47.4854714542,-0.535353880448,tennis,equipement
Angers,47.444015961,-0.564447289168,tennis,equipement
Bouchemaine,47.4309774052,-0.611094820833,tennis,equipement
Ingrandes-le-Fresne-sur-Loire,47.4081559281,-0.930563943059,tennis,equipement
Mauges-sur-Loire,47.363761834,-0.857833322085,tennis,equipement
Saint-Lambert-la-Potherie,47.4779096605,-0.681138932705,tennis,equipement
Cherbourg-en-Cotentin,49.63824,-1.64666,tennis,equipement
Compertrix,48.93656,4.35002,tennis,equipement
Mourmelon-le-Grand,49.1375,4.36044,tennis,equipement
Reims,49.25099,4.01534,tennis,equipement
Chaumont,48.10644,5.14687,tennis,equipement
Batilly,49.1706,5.96893,tennis,equipement
Baden,47.61809,-2.91878,tennis,equipement
Béganne,47.5978973508,-2.24386990081,tennis,equipement
Colpo,47.81281,-2.80943,tennis,equipement
Malestroit,47.8075021506,-2.373701334,tennis,equipement
Quéven,47.79022,-3.4274,tennis,equipement
Riantec,47.71562,-3.31882,tennis,equipement
Surzur,47.58163,-2.63143,tennis,equipement
Algrange,49.37552,6.0603827,tennis,equipement
Ham-sous-Varsberg,49.1858679,6.6641995,tennis,equipement
Hambach,49.06369,7.0361335,tennis,equipement
L'Hôpital,49.1566017,6.7421221,tennis,equipement
Thionville,49.3609,6.17274,tennis,equipement
Lormes,47.27831,3.82313,tennis,equipement
Villeneuve-d'Ascq,50.62881,3.1539,tennis,equipement
Beuvrages,50.38918,3.51267,tennis,equipement
Coudekerque-Branche,51.0133,2.38606,tennis,equipement
Deûlémont,50.73703,2.94498,tennis,equipement
Phalempin,50.5215,3.01478,tennis,equipement
Quesnoy-sur-Deûle,50.71584,3.00378,tennis,equipement
Radinghem-en-Weppes,50.62246,2.90379,tennis,equipement
Toufflers,50.660049,3.228369,tennis,equipement
Wattrelos,50.71126,3.20139,tennis,equipement
Laigneville,49.29979,2.44163,tennis,equipement
Liancourt,49.33302,2.47596,tennis,equipement
Pont-Sainte-Maxence,49.302,2.59886,tennis,equipement
Trie-Château,49.28558,1.82525,tennis,equipement
Saint-Georges-des-Groseillers,48.7743590808,-0.571261970495,tennis,equipement
Coulogne,50.92352,1.88104,tennis,equipement
Courcelles-lès-Lens,50.41519,3.01285,tennis,equipement
Courrières,50.4522,2.946016,tennis,equipement
Dainville,50.283105,2.729983,tennis,equipement
Vermelles,50.48472,2.75171,tennis,equipement
Ennezat,45.90003,3.2325,tennis,equipement
Nohanent,45.81281,3.0558,tennis,equipement
Saint-Genès-Champanelle,45.72001,3.0165,tennis,equipement
Bordes,43.2345,-0.26999,tennis,equipement
Lescar,43.3315,-0.44548,tennis,equipement
Urcuit,43.4863,-1.33678,tennis,equipement
Aureilhan,43.2490538657,0.0851479768971,tennis,equipement
Le Barcarès,42.816209835,3.02963190246,tennis,equipement
Gries,48.756001,7.824755,tennis,equipement
Kogenheim,48.34058,7.5484,tennis,equipement
Strasbourg,48.5919806312,7.78635084629,tennis,equipement
Bartenheim,47.63636,7.48603,tennis,equipement
Rixheim,47.75522,7.38532,tennis,equipement
Wolfgantzen,48.02784,7.50693,tennis,equipement
Chazay-d'Azergues,45.87079,4.71117,tennis,equipement
Fontaines-sur-Saône,45.83404,4.85516,tennis,equipement
Francheville,45.72696,4.76061,tennis,equipement
Grigny,45.6093586643,4.78611767292,tennis,equipement
Marcy-l'Étoile,45.7839,4.70374,tennis,equipement
Saint-Georges-de-Reneins,46.06206,4.72467,tennis,equipement
Vénissieux,45.6937936753,4.87279057503,tennis,equipement
Villeurbanne,45.7844609023,4.87364083529,tennis,equipement
Villeurbanne,45.7679347748,4.89746421576,tennis,equipement
Saint-Pierre-de-Chandieu,45.64639,5.00698,tennis,equipement
Lyon 5e Arrondissement,45.7489893685,4.78020340204,tennis,equipement
Lyon 9e Arrondissement,45.7969093202,4.81831222773,tennis,equipement
Verdun-sur-le-Doubs,46.90185,5.01813,tennis,equipement
Changé,47.98859,0.27621,tennis,equipement
Montval-sur-Loir,47.69658,0.41007,tennis,equipement
Saint-Pavace,48.04097,0.18867,tennis,equipement
Aix-les-Bains,45.6774164183,5.90931147337,tennis,equipement
Les Allues,45.3846207488,6.56995028257,tennis,equipement
Bozel,45.4420827952,6.65620207787,tennis,equipement
Ugine,45.7544393581,6.40795558691,tennis,equipement
Yenne,45.70197,5.75838,tennis,equipement
Bonneville,46.0857299237,6.40156120062,tennis,equipement
Rumilly,45.8593749557,5.94075232744,tennis,equipement
Taninges,46.09859,6.58664,tennis,equipement
Thonon-les-Bains,46.397254,6.505129,tennis,equipement
Paris 12e Arrondissement,48.842731,2.412655,tennis,equipement
Paris 12e Arrondissement,48.837545,2.438462,tennis,equipement
Paris 18e Arrondissement,48.89558,2.33445,tennis,equipement
Aumale,49.7712644936,1.75010114908,tennis,equipement
Bolbec,49.5660845675,0.459087096269,tennis,equipement
Caudebec-lès-Elbeuf,49.2797389908,1.02147370577,tennis,equipement
Darnétal,49.43875,1.15824,tennis,equipement
Eu,50.0545036196,1.4100292325,tennis,equipement
Fontaine-la-Mallet,49.5298275426,0.142358461853,tennis,equipement
Maromme,49.4790612906,1.03807032114,tennis,equipement
Maromme,49.4804811627,1.02535665041,tennis,equipement
Rouxmesnil-Bouteilles,49.9054020791,1.0958995076,tennis,equipement
Saint-Martin-du-Manoir,49.5339680482,0.239189710501,tennis,equipement
Saint-Saëns,49.6747189164,1.27600461245,tennis,equipement
Bois-le-Roi,48.47151,2.69552,tennis,equipement
Bray-sur-Seine,48.41382,3.24717,tennis,equipement
Claye-Souilly,48.94183,2.67905,tennis,equipement
Émerainville,48.82425,2.60939,tennis,equipement
Nandy,48.59095,2.56659,tennis,equipement
Rebais,48.847181,3.23715,tennis,equipement
Saint-Pierre-lès-Nemours,48.25819,2.68481,tennis,equipement
Bullion,48.62244,2.00348,tennis,equipement
Carrières-sur-Seine,48.91172,2.19509,tennis,equipement
Chatou,48.9014,2.16014,tennis,equipement
Fontenay-le-Fleury,48.81276,2.05498,tennis,equipement
Saint-Germain-en-Laye,48.89644,2.0587,tennis,equipement
Vaux-sur-Seine,49.00299,1.96728,tennis,equipement
Voisins-le-Bretonneux,48.7555841824,2.0473113656,tennis,equipement
La Chapelle-Saint-Laurent,46.74982,-0.47275,tennis,equipement
Échiré,46.3877,-0.41913,tennis,equipement
Ménigoute,46.49808,-0.0562,tennis,equipement
La Mothe-Saint-Héray,46.357,-0.10676,tennis,equipement
Niort,46.31785,-0.51935,tennis,equipement
Amiens,49.88144,2.28943,tennis,equipement
Bray-sur-Somme,49.94314,2.72238,tennis,equipement
Rue,50.27254,1.66118,tennis,equipement
Nages,43.65095,2.76716,tennis,equipement
Montech,43.9564172238,1.2344250083,tennis,equipement
Flassans-sur-Issole,43.367148391,6.2183055561,tennis,equipement
Hyères,43.10867,6.17876,tennis,equipement
Néoules,43.3118975675,6.01625743322,tennis,equipement
Saint-Tropez,43.26639,6.6528,tennis,equipement
Angles,46.40779,-1.39332,tennis,equipement
Bellevigny,46.77842,-1.42491,tennis,equipement
La Châtaigneraie,46.6451297689,-0.738989604214,tennis,equipement
Dompierre-sur-Yon,46.7487330318,-1.38350303807,tennis,equipement
Jard-sur-Mer,46.4174111746,-1.5838281624,tennis,equipement
Jard-sur-Mer,46.41744,-1.58679,tennis,equipement
Sallertaine,46.8618423744,-1.95754051208,tennis,equipement
Chanverrie,46.96467,-0.99239,tennis,equipement
Cenon-sur-Vienne,46.76966,0.54163,tennis,equipement
L'Isle-Jourdain,46.23964,0.68474,tennis,equipement
Mirebeau,46.79125,0.19131,tennis,equipement
Condat-sur-Vienne,45.79563,1.23608,tennis,equipement
Neufchâteau,48.3569,5.68625,tennis,equipement
Vincey,48.3484,6.32969,tennis,equipement
Auxerre,47.78616,3.59114,tennis,equipement
Avallon,47.4872345014,3.89704925733,tennis,equipement
Saint-Julien-du-Sault,48.0293318887,3.30099165357,tennis,equipement
Savigny-en-Terre-Plaine,47.49379,4.06738,tennis,equipement
Toucy,47.73017,3.298978,tennis,equipement
Briis-sous-Forges,48.61806,2.12337,tennis,equipement
Corbeil-Essonnes,48.605913,2.487609,tennis,equipement
Dourdan,48.529633,2.028437,tennis,equipement
Épinay-sur-Orge,48.66757,2.31948,tennis,equipement
Étréchy,48.48481,2.18858,tennis,equipement
Massy,48.72893,2.2935,tennis,equipement
Tigery,48.63911,2.50401,tennis,equipement
Vaugrigneuse,48.60239,2.11515,tennis,equipement
Villabé,48.58479,2.45498,tennis,equipement
Villemoisson-sur-Orge,48.66711,2.33836,tennis,equipement
Boulogne-Billancourt,48.84846,2.23749,tennis,equipement
Colombes,48.92716,2.23921,tennis,equipement
Colombes,48.92781,2.23544,tennis,equipement
Rueil-Malmaison,48.8733707,2.19589233398,tennis,equipement
Gournay-sur-Marne,48.86048,2.57703,tennis,equipement
Saint-Denis,48.91716,2.35928,tennis,equipement
Arcueil,48.79943,2.34083,tennis,equipement
L'Haÿ-les-Roses,48.78195,2.34467,tennis,equipement
Maisons-Alfort,48.80565,2.428828,tennis,equipement
Le Perreux-sur-Marne,48.8327,2.513267,tennis,equipement
Beauchamp,49.01564,2.18451,tennis,equipement
Pontoise,49.04449,2.08929,tennis,equipement
Saint-Ouen-l'Aumône,49.0413523438,2.10206598043,tennis,equipement
Paea,-17.68892,-149.58017,tennis,equipement
Nouméa,-22.292597,166.445536,tennis,equipement
Nouméa,-22.278035,166.4592302,tennis,equipement
Valserhône,46.1187983115,5.80404831354,tennis,equipement
La Boisse,45.8407708098,5.04148811102,tennis,equipement
Brégnier-Cordon,45.64805,5.62166,tennis,equipement
Chalamont,45.99247,5.17079,tennis,equipement
Marboz,46.3463242027,5.26166528463,tennis,equipement
Montagnat,46.1676167779,5.28592050076,tennis,equipement
Saint-Denis-lès-Bourg,46.20333,5.19333,tennis,equipement
Saint-Genis-Pouilly,46.24549,6.02937,tennis,equipement
Saint-Maurice-de-Beynost,45.82562,4.98487,tennis,equipement
Val-Revermont,46.26639,5.36222,tennis,equipement
Fresnoy-le-Grand,49.94764,3.41831,tennis,equipement
Bellerive-sur-Allier,46.118915663,3.40001910925,tennis,equipement
Gannat,46.0828388952,3.19947034121,tennis,equipement
Garnat-sur-Engièvre,46.6332,3.66734,tennis,equipement
Saint-Pourçain-sur-Sioule,46.3120677134,3.2959869504,tennis,equipement
Vendat,46.1696487323,3.36210876703,tennis,equipement
Les Vigneaux,44.82531,6.52602,tennis,equipement
Alba-la-Romaine,44.555455868,4.60194379091,tennis,equipement
Aubenas,44.6285998711,4.38710957766,tennis,equipement
Mauves,45.0363336671,4.83632057905,tennis,equipement
Privas,44.721555633,4.60823625326,tennis,equipement
Mazères,43.2463914155,1.67393159871,tennis,equipement
Le Mans,48.0150498015,0.168564309328,tennis,equipement
Allauch,43.342,5.4792,tennis,equipement
Aubagne,43.3132297737,5.59494584799,tennis,equipement
Châteauneuf-les-Martigues,43.3959688323,5.14054281574,tennis,equipement
Châteaurenard,43.881651,4.868944,tennis,equipement
Eyragues,43.843096,4.834385,tennis,equipement
Rognac,43.4767223191,5.24423092604,tennis,equipement
Ventabren,43.53522,5.295704,tennis,equipement
Marseille 9e Arrondissement,43.26577,5.422777,tennis,equipement
Deauville,49.3410233706,0.0790329426582,padel,equipement
Houlgate,49.3000334502,-0.0708174707688,tennis,equipement
Langrune-sur-Mer,49.3206422478,-0.375256240422,tennis,equipement
Ver-sur-Mer,49.3436851054,-0.519720017965,tennis,equipement
Villers-sur-Mer,49.3219913989,0.00465452665594,tennis,equipement
Aurillac,44.9257025113,2.42885291576,tennis,equipement
Jussac,44.9891911454,2.41774320602,padel,equipement
Murat,45.107257,2.861853,tennis,equipement
Riom-ès-Montagnes,45.2778272544,2.66402095556,tennis,equipement
Châtelaillon-Plage,46.07116616,-1.085209559,tennis,equipement
La Jarrie,46.13152671,-1.005585275,tennis,equipement
Puilboreau,46.191299,-1.103268,tennis,equipement
La Rochelle,46.16525,-1.1717,tennis,equipement
Belleville-sur-Loire,47.5037,2.844329,tennis,equipement
Mehun-sur-Yèvre,47.148699,2.219599,tennis,equipement
Bort-les-Orgues,45.39659,2.49335,tennis,equipement
