commune,latitude,longitude,sport,source
Vensat,46.04611,3.18985,tennis,equipement
Artix,43.39649,-0.56468,tennis,equipement
Bassussarry,43.44792,-1.5097,tennis,equipement
Baudreix,43.20414,-0.2613,tennis,equipement
Bayonne,43.48751,-1.47985,tennis,equipement
Beuste,43.21972,-0.23011,tennis,equipement
Bizanos,43.28943,-0.3464,tennis,equipement
Bougarber,43.39933,-0.47124,tennis,equipement
Bouillon,43.49431,-0.49848,tennis,equipement
Gabaston,43.3582,-0.20768,tennis,equipement
Garlin,43.56126,-0.26892,tennis,equipement
Orthez,43.48662,-0.76182,tennis,equipement
Pau,43.32419,-0.35921,tennis,equipement
Saint-Jean-Pied-de-Port,43.16521,-1.2346,tennis,equipement
Sauveterre-de-Béarn,43.40119,-0.94193,tennis,equipement
Sedzère,43.34015,-0.17427,tennis,equipement
Ustaritz,43.38734,-1.45572,tennis,equipement
Viellenave-d'Arthez,43.41241,-0.48217,tennis,equipement
Arrens-Marsous,42.9565,-0.20932,tennis,equipement
Bagnères-de-Bigorre,43.05004,0.14919,tennis,equipement
Bordes,43.19753,0.22539,tennis,equipement
Chis,43.29383,0.11171,tennis,equipement
Montégut,43.06186,0.49509,tennis,equipement
Séméac,43.23167789,0.104431629225,tennis,equipement
Argelès-sur-Mer,42.55531,3.04524,tennis,equipement
Banyuls-sur-Mer,42.47463,3.11877,tennis,equipement
Le Barcarès,42.8177955234,3.02955080755,tennis,equipement
Canet-en-Roussillon,42.70266,3.01809,tennis,equipement
Collioure,42.52566,3.068,tennis,equipement
Laroque-des-Albères,42.5244291639,2.93527723756,tennis,equipement
Molitg-les-Bains,42.64902,2.38761,tennis,equipement
Mont-Louis,42.50709,2.11958,tennis,equipement
Perpignan,42.678224,2.888718,padel,equipement
Perpignan,42.7146,2.88919,tennis,equipement
Saint-Cyprien,42.6045,3.02815,tennis,equipement
Saint-Laurent-de-la-Salanque,42.7799162639,2.98999987543,tennis,equipement
Sainte-Marie-la-Mer,42.7305584773,3.02632503211,tennis,equipement
Sorède,42.53314,2.95816,tennis,equipement
Torreilles,42.757003,2.995921,tennis,equipement
Toulouges,42.66366,2.83364,tennis,equipement
Achenheim,48.5769,7.6303,tennis,equipement
Bouxwiller,48.82028,7.47734,tennis,equipement
Dambach-la-Ville,48.32295,7.441326,tennis,equipement
Drachenbronn-Birlenbach,48.98575,7.85785,tennis,equipement
Eschau,48.48419,7.72248,tennis,equipement
Furchhausen,48.72018,7.44082,tennis,equipement
Haguenau,48.79992,7.76063,tennis,equipement
Herrlisheim,48.72983,7.89854,tennis,equipement
Hœnheim,48.62674,7.76413,tennis,equipement
Illkirch-Graffenstaden,48.51602,7.70614,tennis,equipement
Ingwiller,48.87581,7.47079,tennis,equipement
Neugartheim-Ittlenheim,48.65749,7.54007,tennis,equipement
Lauterbourg,48.97665,8.18484,tennis,equipement
Mittelhausbergen,48.61575,7.69219,tennis,equipement
Molsheim,48.535769,7.482725,tennis,equipement
Osthoffen,48.58552,7.54941,tennis,equipement
Ostwald,48.54831,7.70538,tennis,equipement
Plobsheim,48.47707,7.73135,tennis,equipement
Reichstett,48.643974,7.759799,tennis,equipement
Rhinau,48.3127,7.70193,tennis,equipement
Rosheim,48.50027,7.47923,tennis,equipement
Sarre-Union,48.93402,7.09637,tennis,equipement
Schiltigheim,48.612835,7.727785,tennis,equipement
Schwindratzheim,48.75186,7.5996,tennis,equipement
Steinbourg,48.76038,7.41249,tennis,equipement
Strasbourg,48.54595,7.74985,tennis,equipement
Strasbourg,48.5916577516,7.78699457645,tennis,equipement
Vendenheim,48.66502,7.70811,tennis,equipement
Waltenheim-sur-Zorn,48.74654,7.63491,tennis,equipement
Weitbruch,48.76019,7.77342,tennis,equipement
Westhouse,48.40109,7.58983,tennis,equipement
Wisches,48.5006,7.25448,tennis,equipement
Andolsheim,48.06874,7.41153,tennis,equipement
Blotzheim,47.5941,7.50522,tennis,equipement
Bollwiller,47.86116,7.25898,tennis,equipement
Guebwiller,47.918952902,7.20228910446,tennis,equipement
Hagenbach,47.65012,7.16518,tennis,equipement
Hirtzfelden,47.90988,7.44382,tennis,equipement
Illzach,47.76179,7.36658,tennis,equipement
Lautenbach,47.93652,7.17289,tennis,equipement
Munster,48.0356448309,7.12879121304,tennis,equipement
Niffer,47.7153208318,7.50143051147,tennis,equipement
Illtal,47.56535,7.2956,tennis,equipement
Riquewihr,48.16394,7.31501,tennis,equipement
Rouffach,47.95187,7.29921,tennis,equipement
Tagolsheim,47.66111,7.26835,tennis,equipement
Thann,47.807217,7.084951,tennis,equipement
Vieux-Thann,47.8081,7.11976,tennis,equipement
Albigny-sur-Saône,45.87068,4.83142,tennis,equipement
Val d'Oingt,45.9267968702,4.57825452089,tennis,equipement
Brignais,45.6776919033,4.75032798741,tennis,equipement
Chambost-Longessaigne,45.77433,4.36631,tennis,equipement
Cours,46.1046491736,4.32517974121,tennis,equipement
Couzon-au-Mont-d'Or,45.84942,4.832,tennis,equipement
Craponne,45.7394880456,4.71158176661,tennis,equipement
Dardilly,45.79208,4.73906,tennis,equipement
Écully,45.7763242269,4.7668915987,tennis,equipement
Francheville,45.7494726899,4.76976156235,tennis,equipement
Francheville,45.72724,4.75961,tennis,equipement
Grandris,46.04227,4.47889,tennis,equipement
Grézieu-la-Varenne,45.748021628,4.69965999066,tennis,equipement
Irigny,45.6703957782,4.81050699949,tennis,equipement
Lantignié,46.1511119291,4.62507247925,tennis,equipement
Lucenay,45.91586,4.70677,tennis,equipement
La Mulatière,45.7265362392,4.8055395484,tennis,equipement
Oullins-Pierre-Bénite,45.699945923,4.81920003891,tennis,equipement
Quincié-en-Beaujolais,46.1158,4.61263,tennis,equipement
Quincieux,45.91686,4.7733,tennis,equipement
Rochetaillée-sur-Saône,45.8414547036,4.83410507441,tennis,equipement
Sainte-Catherine,45.59625,4.56662,tennis,equipement
Sainte-Foy-l'Argentière,45.7102776406,4.47425454855,tennis,equipement
Sainte-Foy-lès-Lyon,45.739454,4.798722,tennis,equipement
Sainte-Foy-lès-Lyon,45.7490904378,4.80577558279,tennis,equipement
Saint-Germain-au-Mont-d'Or,45.88291,4.81138,tennis,equipement
Saint-Just-d'Avray,46.00463,4.45869,tennis,equipement
Saint-Laurent-d'Agny,45.64095,4.691,tennis,equipement
Saint-Martin-en-Haut,45.6571467472,4.56486493349,tennis,equipement
Chabanière,45.5877124578,4.63857203722,tennis,equipement
Vaulx-en-Velin,45.779805,4.912264,tennis,equipement
Vénissieux,45.72701,4.85862,tennis,equipement
Vénissieux,45.69617,4.89656,tennis,equipement
Vernaison,45.6482,4.81568,tennis,equipement
Villeurbanne,45.768,4.8985,tennis,equipement
Vourles,45.66197,4.76702,tennis,equipement
Communay,45.5996234181,4.8310983181,tennis,equipement
Jonage,45.79087,5.0515,tennis,equipement
Montanay,45.8831642327,4.87281739712,tennis,equipement
Rillieux-la-Pape,45.80557,4.89781,tennis,equipement
Forbach,49.1791184,6.8962477,tennis,equipement
Douai,50.3781,3.07112,tennis,equipement
Lille,50.61482,3.07489,tennis,equipement
Champey,47.5812,6.68079,tennis,equipement
Colombe-lès-Vesoul,47.61123,6.21417,tennis,equipement
Couthenans,47.588,6.73083,tennis,equipement
Froideconche,47.8195,6.42739,tennis,equipement
Jussey,47.83557,5.90551,tennis,equipement
Mailley-et-Chazelot,47.5353,6.04258,tennis,equipement
Noidans-lès-Vesoul,47.6207,6.13689,tennis,equipement
Rioz,47.42608,6.07981,tennis,equipement
Saint-Rémy-en-Comté,47.8289526366,6.09423100948,tennis,equipement
Scey-sur-Saône-et-Saint-Albin,47.66446,5.9672,tennis,equipement
Villersexel,47.55623,6.42412,tennis,equipement
Bourbon-Lancy,46.625965,3.760751,tennis,equipement
Chagny,46.908492,4.76135,tennis,equipement
Chalon-sur-Saône,46.78922,4.84545,tennis,equipement
Couches,46.86502,4.58157,tennis,equipement
Gergy,46.870893,4.94953,tennis,equipement
Gueugnon,46.602398,4.056923,tennis,equipement
Prissé,46.32483,4.74377,tennis,equipement
La Roche-Vineuse,46.3471,4.71552,tennis,equipement
Saint-Bérain-sur-Dheune,46.82554,4.60155,tennis,equipement
Saint-Marcel,46.772868,4.884983,tennis,equipement
Saint-Martin-Belle-Roche,46.38552,4.85765,tennis,equipement
Saint-Vallier,46.642819,4.348574,tennis,equipement
Simandre,46.62947,5.00299,tennis,equipement
Tournus,46.56893,4.90995,tennis,equipement
Cérans-Foulletourte,47.82852,0.07967,tennis,equipement
Champfleur,48.38356,0.11818,tennis,equipement
La Ferté-Bernard,48.1829203158,0.648442804813,tennis,equipement
La Flèche,47.69997,-0.05118,tennis,equipement
Laigné-en-Belin,47.87857,0.22333,tennis,equipement
Le Luart,48.0764158566,0.583190023899,tennis,equipement
Le Mans,47.9691,0.19726,tennis,equipement
Mareil-sur-Loir,47.71394,0.01276,tennis,equipement
Mézeray,47.83048,-0.01386,tennis,equipement
Moncé-en-Belin,47.89817,0.19094,tennis,equipement
Pruillé-le-Chétif,47.99775,0.10464,tennis,equipement
Sablé-sur-Sarthe,47.8333430789,-0.332250595093,tennis,equipement
Saint-Calais,47.925469679,0.745190083981,tennis,equipement
Sillé-le-Guillaume,48.21398,-0.13219,tennis,equipement
Vibraye,48.06671,0.73314,tennis,equipement
Entrelacs,45.78702,5.94804,tennis,equipement
Albiez-Montrond,45.21999,6.33775,tennis,equipement
Les Allues,45.3722652168,6.58089905977,tennis,equipement
Bourg-Saint-Maurice,45.5740345744,6.78918331861,tennis,equipement
Chambéry,45.5851333259,5.91422528028,tennis,equipement
Chambéry,45.5788,5.89091,tennis,equipement
Le Châtelard,45.6888469695,6.13680571318,tennis,equipement
Les Chavannes-en-Maurienne,45.3986,6.27969,tennis,equipement
Cognin,45.56363,5.89018,tennis,equipement
Drumettaz-Clarafond,45.6583803066,5.93518942595,tennis,equipement
Entremont-le-Vieux,45.45431,5.8827,tennis,equipement
Frontenex,45.6329087308,6.31524771452,tennis,equipement
Gilly-sur-Isère,45.65806,6.36361,tennis,equipement
Grésy-sur-Aix,45.7281689538,5.91811984777,tennis,equipement
La Plagne Tarentaise,45.5525,6.7325,tennis,equipement
Montagnole,45.53444,5.90556,tennis,equipement
Pralognan-la-Vanoise,45.3892924636,6.71802967787,tennis,equipement
Saint-Jean-de-Maurienne,45.2646819533,6.33545547724,tennis,equipement
Val-d'Isère,45.44694,6.97806,tennis,equipement
Villargondran,45.26222,6.38194,tennis,equipement
Allinges,46.3445874469,6.47954374552,tennis,equipement
Arâches-la-Frasse,46.00361,6.69885,tennis,equipement
Beaumont,46.0998703389,6.09904021025,tennis,equipement
Bossey,46.15227,6.16602,tennis,equipement
La Clusaz,45.9066065123,6.44203573465,tennis,equipement
Collonges-sous-Salève,46.13751,6.16213,tennis,equipement
Combloux,45.898611,6.644722,tennis,equipement
Annecy,45.906164,6.093326,tennis,equipement
Epagny Metz-Tessy,45.92486,6.11421,tennis,equipement
Les Houches,45.89788,6.78022,tennis,equipement
Marignier,46.0849994293,6.50002953322,tennis,equipement
Menthon-Saint-Bernard,45.86076,6.18902,tennis,equipement
Morzine,46.193333,6.772778,tennis,equipement
Onnion,46.171389,6.481667,tennis,equipement
Passy,45.91528,6.69694,tennis,equipement
Poisy,45.93381,6.05522,tennis,equipement
Poisy,45.91751,6.05974,tennis,equipement
Publier,46.39786,6.53157,tennis,equipement
Publier,46.39694,6.53111,tennis,equipement
Rumilly,45.8600698284,5.94104200602,tennis,equipement
Saint-Jeoire,46.13558,6.46444,tennis,equipement
Mézangers,48.19924,-0.43311,tennis,equipement
Montaudin,48.3873844,-0.9922949,tennis,equipement
Renazé,47.79505,-1.04777,tennis,equipement
La Selle-Craonnaise,47.84097,-1.04315,tennis,equipement
Badonviller,48.49911,6.88998,tennis,equipement
Belleville,48.8207,6.09057,tennis,equipement
Blâmont,48.5895,6.85099,tennis,equipement
Damelevières,48.5613,6.38494,tennis,equipement
Écrouves,48.6805,5.84611,tennis,equipement
Essey-lès-Nancy,48.7138,6.221,tennis,equipement
Fléville-devant-Nancy,48.6294,6.20683,tennis,equipement
Gerbéviller,48.4961,6.51321,tennis,equipement
Gondreville,48.6968,5.95633,tennis,equipement
Jolivet,48.6082,6.50414,tennis,equipement
Liverdun,48.7489,6.0572,tennis,equipement
Longuyon,49.4399,5.60598,tennis,equipement
Maidières,48.8907,6.04083,tennis,equipement
Malzéville,48.7119,6.1789,tennis,equipement
Maxéville,48.7023,6.13441,tennis,equipement
Moncel-sur-Seille,48.7662,6.4183,tennis,equipement
Mont-Saint-Martin,49.539978,5.761919,tennis,equipement
Mont-Saint-Martin,49.536027,5.766244,tennis,equipement
Pagny-sur-Moselle,48.9789,6.02944,tennis,equipement
Pompey,48.7628,6.11562,tennis,equipement
Richardménil,48.6007,6.1639,tennis,equipement
Seichamps,48.7133,6.2728,tennis,equipement
Sexey-aux-Forges,48.63293,6.042323,tennis,equipement
Thiaucourt-Regniéville,48.9522,5.86116,tennis,equipement
Tonnoy,48.54792,6.25222,tennis,equipement
Dommartin-lès-Toul,48.6746,5.90234,tennis,equipement
Vandœuvre-lès-Nancy,48.651679,6.176141,tennis,equipement
Villers-la-Montagne,49.4731,5.82094,tennis,equipement
Villers-lès-Nancy,48.6601,6.12718,tennis,equipement
Villerupt,49.458729,5.925624,tennis,equipement
Boncourt-sur-Meuse,48.79939,5.57125,tennis,equipement
Fresnes-en-Woëvre,49.09286,5.63447,tennis,equipement
Savonnières-devant-Bar,48.75699,5.18218,tennis,equipement
Ambon,47.55879,-2.50529,tennis,equipement
Arzon,47.54104,-2.88174,tennis,equipement
Caudan,47.80498,-3.3454,tennis,equipement
La Chapelle-Neuve,47.86297,-2.93971,tennis,equipement
Erdeven,47.6154409647,-3.16120505355,tennis,equipement
Gâvres,47.69823,-3.35017,tennis,equipement
Guidel,47.79236,-3.48751,tennis,equipement
Guidel,47.77302,-3.50589,tennis,equipement
Inzinzac-Lochrist,47.82895,-3.25233,tennis,equipement
Lanester,47.7549,-3.33199,tennis,equipement
Langonnet,48.11068,-3.49325,tennis,equipement
Languidic,47.82944,-3.15159,tennis,equipement
Lauzach,47.61239,-2.5431,tennis,equipement
Lorient,47.76407,-3.38645,tennis,equipement
Marzan,47.53844,-2.32495,tennis,equipement
Monterblanc,47.74652,-2.67699,tennis,equipement
Pleucadeuc,47.75983,-2.37262,tennis,equipement
Ploemeur,47.7324443027,-3.43678242493,tennis,equipement
Plouay,47.917619,-3.340823,tennis,equipement
Pluméliau-Bieuzy,47.962031,-2.976852,tennis,equipement
Priziac,48.06469,-3.41247,tennis,equipement
Quiberon,47.4781268836,-3.11351537726,tennis,equipement
Rieux,47.59584,-2.10656,tennis,equipement
La Trinité-sur-Mer,47.581568,-3.032135,tennis,equipement
Vannes,47.64932,-2.7642,tennis,equipement
Vannes,47.6742059866,-2.77166068554,tennis,equipement
Sainte-Anne-d'Auray,47.69758,-2.96195,tennis,equipement
Albestroff,48.93389,6.85164,tennis,equipement
Alzing,49.27795,6.55404,tennis,equipement
Ay-sur-Moselle,49.2462079,6.2006245,tennis,equipement
Behren-lès-Forbach,49.1767527,6.9308804,tennis,equipement
Béning-lès-Saint-Avold,49.14124,6.84307,tennis,equipement
Carling,49.1657327,6.7194023,tennis,equipement
Châtel-Saint-Germain,49.141548,6.070542,tennis,equipement
Dieuze,48.80406,6.72702,tennis,equipement
Faulquemont,49.0528028,6.5972328,tennis,equipement
Filstroff,49.3213535,6.5150421,tennis,equipement
Folschviller,49.07275,6.69146,tennis,equipement
Forbach,49.179323,6.891516,tennis,equipement
Freyming-Merlebach,49.1576522,6.8132758,tennis,equipement
Gandrange,49.276237,6.1463384,tennis,equipement
Guenviller,49.1043509,6.7940355,tennis,equipement
Hagondange,49.2517242,6.1546079,tennis,equipement
Hauconcourt,49.216465,6.187515,tennis,equipement
Illange,49.3302104,6.1812943,tennis,equipement
Langatte,48.75654,6.9549,tennis,equipement
Lutzelbourg,48.7353,7.25448,tennis,equipement
Marly,49.0792224,6.15056,tennis,equipement
Marsilly,49.0997,6.29383,tennis,equipement
Morhange,48.9267249,6.6534318,tennis,equipement
Moulins-lès-Metz,49.1029344,6.1134026,tennis,equipement
Niderviller,48.712912,7.103688,tennis,equipement
Plesnois,49.174603,6.113484,tennis,equipement
Pournoy-la-Chétive,49.0179398,6.1583741,tennis,equipement
Puttelange-aux-Lacs,49.0483762,6.931174,tennis,equipement
Réding,48.747091,7.096564,tennis,equipement
Richeling,49.0262391,6.9685786,tennis,equipement
Rouhling,49.1383444,7.0094901,tennis,equipement
Roussy-le-Village,49.45156,6.17693,tennis,equipement
Saint-Avold,49.1237378,6.7071035,tennis,equipement
Saint-Jean-Kourtzerode,48.758272,7.1982126,tennis,equipement
Sainte-Marie-aux-Chênes,49.1914465,6.0078799,tennis,equipement
Sarrebourg,48.7214764,7.0359146,tennis,equipement
Schœneck,49.214907,6.928326,tennis,equipement
Scy-Chazelles,49.1059149,6.1260482,tennis,equipement
Silly-sur-Nied,49.1207,6.35078,tennis,equipement
Soucht,48.961802,7.32795,tennis,equipement
Stiring-Wendel,49.205927,6.935437,tennis,equipement
Uckange,49.304761,6.145298,tennis,equipement
Volstroff,49.29971,6.2722,tennis,equipement
Yutz,49.347828,6.179138,tennis,equipement
Brinon-sur-Beuvron,47.27427,3.49203,tennis,equipement
Chevenon,46.92255,3.23125,tennis,equipement
Lucenay-lès-Aix,46.69894,3.48337,tennis,equipement
Nevers,46.9855444573,3.17691832781,tennis,equipement
Saint-Benin-d'Azy,47.00058,3.39448,tennis,equipement
Tannay,47.367,3.59432,tennis,equipement
Varennes-Vauzelles,47.012169,3.1357822,tennis,equipement
Aniche,50.33392,3.24399,tennis,equipement
Armentières,50.69467,2.89028,tennis,equipement
Lyon 6e Arrondissement,45.76723,4.86241,tennis,equipement
Alby-sur-Chéran,45.80591,6.01443,tennis,equipement
Poisy,45.91791,6.05975,tennis,equipement
Mayenne,48.31733,-0.62166,tennis,equipement
Le Faouët,48.0355438451,-3.49923938513,tennis,equipement
Le Faouët,48.0333736508,-3.49782854319,tennis,equipement
Metz,49.10865,6.16766,tennis,equipement
Auby,50.41485,3.06794,tennis,equipement
Bavay,50.29566,3.80392,tennis,equipement
Bierne,50.96386,2.408199,tennis,equipement
Boeschepe,50.80197,2.69065,tennis,equipement
Bruille-lez-Marchiennes,50.36538,3.24317,tennis,equipement
Caëstre,50.75564,2.60024,tennis,equipement
Cappelle-la-Grande,51.00282,2.37762,tennis,equipement
Condé-sur-l'Escaut,50.45378,3.58413,tennis,equipement
Croix,50.67417,3.15415,tennis,equipement
Dechy,50.34939,3.12566,tennis,equipement
Douchy-les-Mines,50.299846,3.399357,tennis,equipement
Esquelbecq,50.8896,2.42253,tennis,equipement
Flers-en-Escrebieux,50.40113,3.08791,tennis,equipement
Flines-lez-Raches,50.42935,3.18656,tennis,equipement
Fontaine-Notre-Dame,50.16889,3.15152,tennis,equipement
Guesnain,50.35133,3.14209,tennis,equipement
Hem,50.65991,3.18915,tennis,equipement
Herlies,50.57856,2.85588,tennis,equipement
Houplines,50.69285,2.91838,tennis,equipement
Landrecies,50.1204746,3.694454,tennis,equipement
Leers,50.68204,3.24148,tennis,equipement
Leffrinckoucke,51.05837,2.4399,tennis,equipement
Lesquin,50.5923,3.10513,tennis,equipement
Lille,50.64006,2.99345,tennis,equipement
Lille,50.618279,3.042392,tennis,equipement
Loon-Plage,50.99125,2.22518,tennis,equipement
Marcq-en-Barœul,50.66784,3.08093,tennis,equipement
Marcq-en-Barœul,50.68748,3.10814,tennis,equipement
Mons-en-Pévèle,50.47712,3.09935,tennis,equipement
Petite-Forêt,50.379833,3.471389,padel,equipement
Le Quesnoy,50.241638,3.637924,tennis,equipement
Quesnoy-sur-Deûle,50.71511,3.00432,tennis,equipement
Quiévrechain,50.400615,3.668051,tennis,equipement
Rieulay,50.37931,3.25273,tennis,equipement
Roost-Warendin,50.41097,3.11008,tennis,equipement
Rousies,50.2712,3.99009,tennis,equipement
Rubrouck,50.83856,2.35885,tennis,equipement
Saint-André-lez-Lille,50.657,3.0481,tennis,equipement
Saint-Saulve,50.3706,3.55266,tennis,equipement
Santes,50.59048,2.95783,tennis,equipement
Sars-Poteries,50.16692,4.03371,tennis,equipement
Socx,50.9356,2.42579,tennis,equipement
Téteghem-Coudekerque-Village,51.01591,2.4448,tennis,equipement
Verchain-Maugré,50.27275,3.48127,tennis,equipement
Agnetz,49.3871,2.385,tennis,equipement
Angy,49.33044,2.32652,tennis,equipement
Bailly,49.497692,2.976163,tennis,equipement
Beauvais,49.438419,2.094629,tennis,equipement
Blaincourt-lès-Précy,49.22374,2.34915,tennis,equipement
Brenouille,49.30271,2.53338,tennis,equipement
Bresles,49.40494,2.25719,tennis,equipement
Cambronne-lès-Ribécourt,49.50278,2.90829,tennis,equipement
Cauffry,49.31743,2.44642,tennis,equipement
Chaumont-en-Vexin,49.27375,1.89207,tennis,equipement
Clermont,49.38731,2.39776,tennis,equipement
Compiègne,49.42095,2.84075,tennis,equipement
Creil,49.25664,2.4753,tennis,equipement
Éragny-sur-Epte,49.30998,1.77715,tennis,equipement
Fontaine-Chaalis,49.17207,2.67867,tennis,equipement
Formerie,49.64958,1.72585,tennis,equipement
Longueil-Annel,49.46739,2.85786,tennis,equipement
Marest-sur-Matz,49.50646,2.82525,tennis,equipement
Le Mesnil-en-Thelle,49.17591,2.29033,tennis,equipement
Mogneville,49.31796,2.47263,tennis,equipement
Montataire,49.25554,2.42853,tennis,equipement
Montataire,49.25365,2.45163,tennis,equipement
Le Mont-Saint-Adrien,49.44618,2.0052,tennis,equipement
Paillart,49.66418,2.32178,tennis,equipement
Précy-sur-Oise,49.20962,2.37244,tennis,equipement
Raray,49.25786,2.71059,tennis,equipement
Rochy-Condé,49.40089,2.1768,tennis,equipement
Sainte-Geneviève,49.2893,2.19451,tennis,equipement
Saint-Just-en-Chaussée,49.50513,2.43839,tennis,equipement
Sempigny,49.56123,2.99276,tennis,equipement
Senlis,49.20384,2.59118,tennis,equipement
Sérifontaine,49.35953,1.76484,tennis,equipement
Tourly,49.22619,1.95341,tennis,equipement
Valdampierre,49.30444,2.05293,tennis,equipement
Verneuil-en-Halatte,49.27139,2.50317,tennis,equipement
Villers-Saint-Paul,49.28609,2.50097,tennis,equipement
Villers-Saint-Paul,49.29121,2.50066,tennis,equipement
Vineuil-Saint-Firmin,49.2027,2.49491,tennis,equipement
Alençon,48.43614,0.1066,tennis,equipement
Ceton,48.223725,0.750156,tennis,equipement
Crulai,48.70519,0.66503,tennis,equipement
Domfront en Poiraie,48.604556,-0.670203,tennis,equipement
Gouffern en Auge,48.756633,0.183799,tennis,equipement
Gacé,48.786953,0.298847,tennis,equipement
Landisacq,48.75697,-0.64887,tennis,equipement
Mantilly,48.52291,-0.801451,tennis,equipement
Moncy,48.824697,-0.688006,tennis,equipement
Mortagne-au-Perche,48.5120852804,0.554118943401,tennis,equipement
Écouves,48.50197,0.10248,tennis,equipement
Saint-Germain-de-la-Coudre,48.278837,0.60592895,tennis,equipement
Les Monts d'Andaine,48.6230651998,-0.41093998384,tennis,equipement
Val-au-Perche,48.262192,0.681212,tennis,equipement
Tourouvre au Perche,48.587153,0.644644,tennis,equipement
Auchel,50.5197051074,2.44572266936,tennis,equipement
Bailleul-Sir-Berthoult,50.33725,2.85075,tennis,equipement
Balinghem,50.86088,1.94204,tennis,equipement
Biache-Saint-Vaast,50.30749,2.94609,tennis,equipement
Bruay-la-Buissière,50.49076,2.56215,tennis,equipement
Bruay-la-Buissière,50.48566,2.5438,tennis,equipement
Calais,50.95606,1.8435,tennis,equipement
Camiers,50.56897,1.611,tennis,equipement
Campagne-lès-Hesdin,50.39825,1.87986,tennis,equipement
Cucq,50.48422,1.61951,tennis,equipement
Cucq,50.480932,1.595853,tennis,equipement
Écoust-Saint-Mein,50.184361,2.911138,tennis,equipement
Éleu-dit-Leauwette,50.415711,2.81325,tennis,equipement
Escalles,50.91657,1.71509,tennis,equipement
Fauquembergues,50.6017,2.09697,tennis,equipement
Haute-Avesnes,50.329327,2.636858,tennis,equipement
Hesdin,50.36997,2.0413,tennis,equipement
Hulluch,50.48362,2.807935,tennis,equipement
Hulluch,50.491902,2.810425,tennis,equipement
Isbergues,50.619655,2.456989,tennis,equipement
Licques,50.78278,1.94507,tennis,equipement
Longuenesse,50.740115,2.24164,tennis,equipement
Longuenesse,50.741795,2.266408,tennis,equipement
Montreuil-sur-Mer,50.458428,1.759819,tennis,equipement
Moulle,50.78883,2.17538,tennis,equipement
Sainte-Catherine,50.301831,2.763858,tennis,equipement
Saint-Pol-sur-Ternoise,50.37453,2.32906,tennis,equipement
Le Touquet-Paris-Plage,50.518668,1.59738,tennis,equipement
Vis-en-Artois,50.24276,2.93961,tennis,equipement
Vitry-en-Artois,50.32882,2.99506,tennis,equipement
Wizernes,50.70848,2.22744,tennis,equipement
Arlanc,45.41133,3.71817,tennis,equipement
Chamalières,45.780438,3.046059,tennis,equipement
Chanat-la-Mouteyre,45.83125,3.01278,tennis,equipement
Chapdes-Beaufort,45.89278,2.85955,tennis,equipement
Clermont-Ferrand,45.81043,3.12612,tennis,equipement
Durtol,45.79951,3.05353,tennis,equipement
Égliseneuve-d'Entraigues,45.40671,2.82024,tennis,equipement
Ennezat,45.89925,3.225,tennis,equipement
Lezoux,45.85363,3.39177,tennis,equipement
Chambaron sur Morge,45.94833,3.14656,tennis,equipement
Neuf-Église,46.09391,2.88991,tennis,equipement
Pérignat-lès-Sarliève,45.7362007654,3.13585907221,tennis,equipement
Pontgibaud,45.83915,2.85045,tennis,equipement
Riom,45.8826,3.12736,tennis,equipement
Thiers,45.84294,3.52192,tennis,equipement
Vollore-Ville,45.78907,3.60549,tennis,equipement
Anglet,43.51479,-1.52112,tennis,equipement
Artigueloutan,43.2754,-0.24797,tennis,equipement
Arudy,43.10074,-0.4285,tennis,equipement
Bassussarry,43.44789102,-1.51078695,tennis,equipement
Bayonne,43.49548,-1.45939,tennis,equipement
Bizanos,43.291038,-0.345444,tennis,equipement
Bruges-Capbis-Mifaget,43.12338898,-0.30585043,tennis,equipement
Coarraze,43.172072,-0.233233,tennis,equipement
Guéthary,43.418794,-1.612925,tennis,equipement
Gurs,43.28731,-0.75383,tennis,equipement
Hendaye,43.37049,-1.77043,tennis,equipement
Lescar,43.33152,-0.445,tennis,equipement
Lestelle-Bétharram,43.12953,-0.20615,tennis,equipement
Mazerolles,43.4469,-0.47074,tennis,equipement
Montardon,43.36882,-0.35077,tennis,equipement
Le Poinçonnet,46.7641119795,1.72454237938,tennis,equipement
Pouligny-Saint-Pierre,46.6771,1.03822,tennis,equipement
Saint-Denis-de-Jouhet,46.53205,1.86186,tennis,equipement
Saint-Gaultier,46.63467,1.42764,tennis,equipement
Benais,47.29469,0.21553,tennis,equipement
Betz-le-Château,46.99398,0.91656,tennis,equipement
Bridoré,47.02625,1.07626,tennis,equipement
La Celle-Saint-Avant,47.0242,0.60374,tennis,equipement
La Chapelle-sur-Loire,47.25363,0.22294,tennis,equipement
Cheillé,47.25185,0.46347,tennis,equipement
Chisseaux,47.32987,1.088,tennis,equipement
Gizeux,47.3884608071,0.196152627468,tennis,equipement
L'Île-Bouchard,47.1192824659,0.420323610306,tennis,equipement
Ligueil,47.0461596065,0.822349190712,tennis,equipement
Loché-sur-Indrois,47.0942,1.21853,tennis,equipement
Maillé,47.04816,0.57958,tennis,equipement
Montlouis-sur-Loire,47.37744,0.8297,tennis,equipement
Nazelles-Négron,47.42637,0.96322,tennis,equipement
Rochecorbon,47.4049254249,0.729013681412,tennis,equipement
Sainte-Catherine-de-Fierbois,47.15733,0.65024,tennis,equipement
Savigné-sur-Lathan,47.44516,0.3155,tennis,equipement
