insee_com;annee;nb_mutations;nb_maisons;nb_apparts;prop_maison;prop_appart;prix_moyen;prix_m2_moyen;surface_moy;dep_code
77437;2024;37;32.0;5.0;14.0;86.0;239889;2768;90;77
77438;2024;42;29.0;13.0;31.0;69.0;367516;3818;100;77
77439;2024;10;10.0;0.0;0.0;100.0;185800;1979;101;77
77440;2024;10;9.0;1.0;10.0;90.0;245700;2800;88;77
77441;2024;28;28.0;0.0;0.0;100.0;524259;3907;137;77
77442;2024;26;26.0;0.0;0.0;100.0;314808;3032;106;77
77443;2024;1;1.0;0.0;0.0;100.0;282000;4209;67;77
77444;2024;4;4.0;0.0;0.0;100.0;157800;1977;100;77
77445;2024;187;99.0;88.0;47.0;53.0;210377;2722;79;77
77446;2024;9;9.0;0.0;0.0;100.0;205481;1939;114;77
77447;2024;22;19.0;3.0;14.0;86.0;431279;3672;123;77
77448;2024;1;0.0;1.0;100.0;0.0;128000;2098;61;77
77449;2024;99;19.0;80.0;81.0;19.0;314107;4747;68;77
77450;2024;34;30.0;4.0;12.0;88.0;340207;3719;97;77
77451;2024;5;5.0;0.0;0.0;100.0;201990;1823;121;77
77452;2024;1;1.0;0.0;0.0;100.0;320000;2462;130;77
77453;2024;7;7.0;0.0;0.0;100.0;263914;3444;84;77
77454;2024;8;8.0;0.0;0.0;100.0;269975;2008;138;77
77455;2024;20;15.0;5.0;25.0;75.0;233722;3089;78;77
77456;2024;11;11.0;0.0;0.0;100.0;191598;2242;90;77
77457;2024;13;10.0;3.0;23.0;77.0;255731;2856;94;77
77458;2024;45;42.0;3.0;7.0;93.0;159063;1797;94;77
77459;2024;15;15.0;0.0;0.0;100.0;169397;1785;99;77
77460;2024;3;3.0;0.0;0.0;100.0;130000;1724;73;77
77461;2024;2;2.0;0.0;0.0;100.0;150590;1910;86;77
77462;2024;6;5.0;1.0;17.0;83.0;310597;3604;86;77
77463;2024;25;22.0;3.0;12.0;88.0;301052;3774;97;77
77464;2024;88;39.0;49.0;56.0;44.0;253408;3527;76;77
77465;2024;13;13.0;0.0;0.0;100.0;205193;2219;96;77
77466;2024;4;4.0;0.0;0.0;100.0;278924;2798;112;77
77467;2024;6;6.0;0.0;0.0;100.0;125500;1622;78;77
77468;2024;176;49.0;127.0;72.0;28.0;235911;3374;73;77
77469;2024;11;11.0;0.0;0.0;100.0;236843;2024;132;77
77470;2024;61;39.0;22.0;36.0;64.0;264448;3328;87;77
77471;2024;4;4.0;0.0;0.0;100.0;348200;2675;125;77
77472;2024;3;3.0;0.0;0.0;100.0;151667;1620;93;77
77473;2024;5;5.0;0.0;0.0;100.0;361382;2571;115;77
77474;2024;10;8.0;2.0;20.0;80.0;205087;2201;102;77
77475;2024;55;50.0;5.0;9.0;91.0;243433;2919;84;77
77476;2024;2;2.0;0.0;0.0;100.0;170000;1688;101;77
77477;2024;10;10.0;0.0;0.0;100.0;274990;2226;123;77
77478;2024;5;5.0;0.0;0.0;100.0;198800;1697;107;77
77479;2024;105;64.0;41.0;39.0;61.0;301357;4003;77;77
77480;2024;7;7.0;0.0;0.0;100.0;207014;2236;99;77
77481;2024;2;2.0;0.0;0.0;100.0;125000;1880;66;77
77482;2024;25;24.0;1.0;4.0;96.0;167368;2504;71;77
77483;2024;19;19.0;0.0;0.0;100.0;262739;2960;96;77
77484;2024;2;2.0;0.0;0.0;100.0;350000;2106;166;77
77485;2024;10;10.0;0.0;0.0;100.0;484623;4605;113;77
77486;2024;7;7.0;0.0;0.0;100.0;267157;2050;138;77
77487;2024;109;62.0;47.0;43.0;57.0;240048;2746;88;77
77489;2024;3;3.0;0.0;0.0;100.0;221667;2089;114;77
77490;2024;8;7.0;1.0;12.0;88.0;209940;2145;98;77
77492;2024;11;11.0;0.0;0.0;100.0;164905;1452;110;77
77493;2024;21;18.0;3.0;14.0;86.0;273017;2746;102;77
77494;2024;24;23.0;1.0;4.0;96.0;232589;2557;96;77
77495;2024;77;68.0;9.0;12.0;88.0;261689;2949;93;77
77496;2024;2;2.0;0.0;0.0;100.0;172750;2321;73;77
77498;2024;6;3.0;3.0;50.0;50.0;293108;3189;91;77
77500;2024;5;5.0;0.0;0.0;100.0;238760;2084;123;77
77501;2024;14;14.0;0.0;0.0;100.0;224429;2335;111;77
77504;2024;8;8.0;0.0;0.0;100.0;167625;1962;84;77
77505;2024;5;5.0;0.0;0.0;100.0;282250;2665;106;77
77506;2024;3;3.0;0.0;0.0;100.0;235500;1805;118;77
77507;2024;8;8.0;0.0;0.0;100.0;128350;2015;78;77
77508;2024;23;22.0;1.0;4.0;96.0;322727;3252;105;77
77509;2024;7;7.0;0.0;0.0;100.0;220000;2368;95;77
77510;2024;4;0.0;4.0;100.0;0.0;202250;3665;57;77
77511;2024;2;2.0;0.0;0.0;100.0;198000;2434;82;77
77512;2024;13;13.0;0.0;0.0;100.0;177385;1728;107;77
77513;2024;50;26.0;24.0;48.0;52.0;227706;3556;71;77
77514;2024;228;115.0;113.0;50.0;50.0;234272;3374;72;77
77515;2024;7;7.0;0.0;0.0;100.0;263193;2993;91;77
77516;2024;8;8.0;0.0;0.0;100.0;183038;2063;88;77
77517;2024;12;11.0;1.0;8.0;92.0;299538;3219;99;77
77518;2024;1;1.0;0.0;0.0;100.0;338000;3045;111;77
77519;2024;14;14.0;0.0;0.0;100.0;152329;1578;100;77
77520;2024;6;5.0;1.0;17.0;83.0;162192;1984;89;77
77521;2024;21;21.0;0.0;0.0;100.0;276433;3375;86;77
77522;2024;2;2.0;0.0;0.0;100.0;127000;1194;112;77
77523;2024;5;5.0;0.0;0.0;100.0;177600;1471;130;77
77524;2024;3;3.0;0.0;0.0;100.0;187800;2109;112;77
77525;2024;4;4.0;0.0;0.0;100.0;254125;2268;124;77
77526;2024;3;3.0;0.0;0.0;100.0;220333;2066;110;77
77527;2024;4;4.0;0.0;0.0;100.0;200702;1966;108;77
77528;2024;6;6.0;0.0;0.0;100.0;326320;3534;93;77
77529;2024;14;14.0;0.0;0.0;100.0;274780;2667;103;77
77530;2024;5;5.0;0.0;0.0;100.0;187980;1639;122;77
77531;2024;23;20.0;3.0;13.0;87.0;157220;1974;84;77
77532;2024;1;1.0;0.0;0.0;100.0;144000;1714;84;77
77533;2024;25;24.0;1.0;4.0;96.0;315240;3044;106;77
77534;2024;9;9.0;0.0;0.0;100.0;279922;2699;109;77
78003;2024;35;31.0;4.0;11.0;89.0;263381;2764;97;78
78005;2024;156;67.0;89.0;57.0;43.0;264430;3787;72;78
78006;2024;7;7.0;0.0;0.0;100.0;487071;4133;119;78
78007;2024;9;9.0;0.0;0.0;100.0;850750;5191;163;78
78009;2024;3;3.0;0.0;0.0;100.0;194743;1812;103;78
78010;2024;7;7.0;0.0;0.0;100.0;526254;4422;122;78
78013;2024;4;4.0;0.0;0.0;100.0;309894;3184;101;78
78015;2024;162;73.0;89.0;55.0;45.0;284740;3472;85;78
78020;2024;2;2.0;0.0;0.0;100.0;309500;3165;104;78
78029;2024;98;48.0;50.0;51.0;49.0;205245;2639;78;78
78030;2024;15;14.0;1.0;7.0;93.0;367859;3100;129;78
78031;2024;3;3.0;0.0;0.0;100.0;303040;2484;123;78
78033;2024;9;9.0;0.0;0.0;100.0;300094;3153;96;78
78034;2024;7;7.0;0.0;0.0;100.0;456371;4281;106;78
78043;2024;39;15.0;24.0;62.0;38.0;470974;4381;104;78
78048;2024;17;15.0;2.0;12.0;88.0;456637;3845;116;78
78049;2024;15;14.0;1.0;7.0;93.0;374829;3615;109;78
78050;2024;6;6.0;0.0;0.0;100.0;545235;5763;126;78
78053;2024;2;2.0;0.0;0.0;100.0;408500;3472;118;78
78057;2024;14;11.0;3.0;21.0;79.0;169721;1954;88;78
78062;2024;76;50.0;26.0;34.0;66.0;282043;3387;84;78
78068;2024;5;5.0;0.0;0.0;100.0;234200;2646;89;78
78070;2024;1;1.0;0.0;0.0;100.0;264040;4801;55;78
78071;2024;4;4.0;0.0;0.0;100.0;243925;2434;105;78
78072;2024;3;3.0;0.0;0.0;100.0;298067;2311;130;78
78073;2024;185;40.0;145.0;78.0;22.0;234334;3438;69;78
78076;2024;2;2.0;0.0;0.0;100.0;233230;2651;86;78
78077;2024;1;1.0;0.0;0.0;100.0;220000;1880;117;78
78082;2024;1;0.0;1.0;100.0;0.0;260000;2080;125;78
78084;2024;5;5.0;0.0;0.0;100.0;411620;3694;110;78
78087;2024;19;14.0;5.0;26.0;74.0;322058;3526;96;78
78089;2024;39;27.0;12.0;31.0;69.0;204920;2590;86;78
78090;2024;9;8.0;1.0;11.0;89.0;325221;2840;116;78
78092;2024;82;20.0;62.0;76.0;24.0;420907;4805;83;78
78096;2024;10;10.0;0.0;0.0;100.0;464564;3608;130;78
78104;2024;9;7.0;2.0;22.0;78.0;195833;2588;91;78
78107;2024;22;19.0;3.0;14.0;86.0;239099;2730;94;78
78108;2024;12;8.0;4.0;33.0;67.0;363248;3215;122;78
78113;2024;3;3.0;0.0;0.0;100.0;263050;2829;97;78
78117;2024;52;25.0;27.0;52.0;48.0;447423;5257;85;78
78118;2024;17;14.0;3.0;18.0;82.0;242582;2751;90;78
78120;2024;9;8.0;1.0;11.0;89.0;363429;3159;122;78
78123;2024;162;56.0;106.0;65.0;35.0;235778;3658;67;78
78124;2024;124;64.0;60.0;48.0;52.0;434551;5114;85;78
78125;2024;6;6.0;0.0;0.0;100.0;378650;3352;113;78
78126;2024;158;54.0;104.0;66.0;34.0;519214;5180;94;78
78128;2024;19;18.0;1.0;5.0;95.0;325156;3556;106;78
78133;2024;38;14.0;24.0;63.0;37.0;411671;4708;85;78
78138;2024;56;32.0;24.0;43.0;57.0;223144;3106;72;78
78140;2024;7;7.0;0.0;0.0;100.0;326500;3417;110;78
78143;2024;15;11.0;4.0;27.0;73.0;465763;4553;103;78
78146;2024;299;86.0;213.0;71.0;29.0;434935;5626;76;78
78147;2024;1;1.0;0.0;0.0;100.0;270100;2701;100;78
78152;2024;12;12.0;0.0;0.0;100.0;655129;4368;155;78
78158;2024;154;48.0;106.0;69.0;31.0;572016;5976;88;78
78160;2024;55;40.0;15.0;27.0;73.0;426529;4372;105;78
78162;2024;3;3.0;0.0;0.0;100.0;519917;4418;118;78
78163;2024;2;2.0;0.0;0.0;100.0;341800;4163;82;78
78164;2024;5;4.0;1.0;20.0;80.0;446300;3557;123;78
78165;2024;136;61.0;75.0;55.0;45.0;276533;3616;77;78
78168;2024;27;16.0;11.0;41.0;59.0;248442;3519;73;78
78171;2024;11;10.0;1.0;9.0;91.0;359676;3288;109;78
78172;2024;340;184.0;156.0;46.0;54.0;289922;3879;76;78
78185;2024;3;3.0;0.0;0.0;100.0;327833;3684;102;78
78188;2024;6;6.0;0.0;0.0;100.0;304833;2405;132;78
78189;2024;13;12.0;1.0;8.0;92.0;689166;4565;154;78
78190;2024;94;34.0;60.0;64.0;36.0;566204;6130;87;78
78192;2024;12;12.0;0.0;0.0;100.0;305935;2894;116;78
78193;2024;4;4.0;0.0;0.0;100.0;877165;5357;159;78
78194;2024;1;1.0;0.0;0.0;100.0;271930;3276;83;78
78196;2024;1;1.0;0.0;0.0;100.0;616350;3713;166;78
78202;2024;6;6.0;0.0;0.0;100.0;351885;3152;113;78
78206;2024;39;26.0;13.0;33.0;67.0;257827;3056;84;78
78208;2024;293;103.0;190.0;65.0;35.0;234851;2903;83;78
78209;2024;5;5.0;0.0;0.0;100.0;402821;3260;142;78
78217;2024;54;42.0;12.0;22.0;78.0;258659;3049;86;78
78220;2024;71;46.0;25.0;35.0;65.0;296419;3248;96;78
78224;2024;48;29.0;19.0;40.0;60.0;572617;5364;107;78
78227;2024;8;8.0;0.0;0.0;100.0;332956;3210;110;78
78230;2024;6;6.0;0.0;0.0;100.0;277748;2863;96;78
78231;2024;3;3.0;0.0;0.0;100.0;253667;2412;112;78
78233;2024;32;30.0;2.0;6.0;94.0;722986;4531;158;78
78236;2024;4;4.0;0.0;0.0;100.0;388592;2680;162;78
78237;2024;2;2.0;0.0;0.0;100.0;320500;2592;154;78
78238;2024;20;15.0;5.0;25.0;75.0;221975;3064;74;78
78239;2024;12;10.0;2.0;17.0;83.0;190600;2480;87;78
78242;2024;109;28.0;81.0;74.0;26.0;234375;3601;66;78
78245;2024;2;2.0;0.0;0.0;100.0;266150;2604;102;78
78246;2024;16;16.0;0.0;0.0;100.0;257016;2445;106;78
78255;2024;39;34.0;5.0;13.0;87.0;206208;2318;91;78
78261;2024;7;6.0;1.0;14.0;86.0;235721;2810;83;78
78262;2024;12;8.0;4.0;33.0;67.0;351097;3588;97;78
78263;2024;21;20.0;1.0;5.0;95.0;427016;3368;126;78
78265;2024;19;19.0;0.0;0.0;100.0;325169;3229;105;78
78267;2024;55;48.0;7.0;13.0;87.0;247985;3040;84;78
78269;2024;13;12.0;1.0;8.0;92.0;368436;3278;118;78
78276;2024;3;3.0;0.0;0.0;100.0;191680;1900;102;78
78278;2024;4;4.0;0.0;0.0;100.0;650075;3666;183;78
78281;2024;12;11.0;1.0;8.0;92.0;318097;3268;100;78
78283;2024;7;7.0;0.0;0.0;100.0;527957;3447;143;78
78285;2024;9;8.0;1.0;11.0;89.0;421591;3073;141;78
78289;2024;8;8.0;0.0;0.0;100.0;1250388;5457;226;78
78290;2024;7;7.0;0.0;0.0;100.0;226950;2463;92;78
78291;2024;17;16.0;1.0;6.0;94.0;252470;2704;102;78
78296;2024;4;4.0;0.0;0.0;100.0;276916;2285;128;78
78297;2024;146;40.0;106.0;73.0;27.0;287600;3885;75;78
78299;2024;27;20.0;7.0;26.0;74.0;273267;3744;79;78
78300;2024;2;2.0;0.0;0.0;100.0;297125;2656;110;78
78302;2024;3;3.0;0.0;0.0;100.0;735000;5193;137;78
78305;2024;1;1.0;0.0;0.0;100.0;422500;3225;131;78
78307;2024;10;10.0;0.0;0.0;100.0;416350;3092;137;78
78310;2024;38;14.0;24.0;63.0;37.0;237666;3380;75;78
78311;2024;352;146.0;206.0;59.0;41.0;345368;4979;70;78
78314;2024;41;36.0;5.0;12.0;88.0;285913;3290;86;78
78317;2024;6;6.0;0.0;0.0;100.0;325833;2858;117;78
78320;2024;2;2.0;0.0;0.0;100.0;380950;2959;132;78
78321;2024;67;58.0;9.0;13.0;87.0;398084;3540;117;78
78322;2024;42;18.0;24.0;57.0;43.0;410562;4780;89;78
78324;2024;5;5.0;0.0;0.0;100.0;360151;2931;124;78
78325;2024;5;5.0;0.0;0.0;100.0;381520;3144;115;78
78327;2024;44;32.0;12.0;27.0;73.0;235612;2833;84;78
78329;2024;11;11.0;0.0;0.0;100.0;270780;2263;120;78
78334;2024;16;16.0;0.0;0.0;100.0;335045;4035;86;78
78335;2024;114;80.0;34.0;30.0;70.0;230104;2876;81;78
78337;2024;21;19.0;2.0;10.0;90.0;227663;2456;98;78
78343;2024;9;9.0;0.0;0.0;100.0;632871;6079;117;78
78344;2024;4;4.0;0.0;0.0;100.0;208862;2629;81;78
78346;2024;23;18.0;5.0;22.0;78.0;257675;2603;107;78
78349;2024;5;5.0;0.0;0.0;100.0;299960;2838;111;78
78350;2024;69;17.0;52.0;75.0;25.0;524884;4517;114;78
78354;2024;46;42.0;4.0;9.0;91.0;235340;2547;94;78
78356;2024;61;42.0;19.0;31.0;69.0;373320;3807;101;78
78358;2024;263;68.0;195.0;74.0;26.0;567282;6213;87;78
78361;2024;274;53.0;221.0;81.0;19.0;163399;2552;65;78
78362;2024;154;92.0;62.0;40.0;60.0;198309;2773;75;78
78364;2024;8;8.0;0.0;0.0;100.0;367891;3810;102;78
78366;2024;3;3.0;0.0;0.0;100.0;368083;3319;118;78
78367;2024;36;27.0;9.0;25.0;75.0;660772;5840;117;78
78368;2024;13;11.0;2.0;15.0;85.0;448296;3236;143;78
78372;2024;173;29.0;144.0;83.0;17.0;326790;4151;79;78
78380;2024;53;48.0;5.0;9.0;91.0;334819;3343;103;78
78381;2024;8;7.0;1.0;12.0;88.0;349927;3389;103;78
78382;2024;40;31.0;9.0;22.0;78.0;325608;4006;86;78
78383;2024;198;93.0;105.0;53.0;47.0;244314;3014;83;78
78384;2024;11;10.0;1.0;9.0;91.0;578123;5970;107;78
78385;2024;1;1.0;0.0;0.0;100.0;236000;3471;68;78
78389;2024;19;17.0;2.0;11.0;89.0;487514;4053;117;78
78391;2024;2;2.0;0.0;0.0;100.0;177500;2189;58;78
78396;2024;49;29.0;20.0;41.0;59.0;639623;5274;121;78
78397;2024;71;51.0;20.0;28.0;72.0;360517;3751;101;78
78398;2024;7;7.0;0.0;0.0;100.0;557889;5286;106;78
78401;2024;106;29.0;77.0;73.0;27.0;163832;2661;64;78
78402;2024;35;28.0;7.0;20.0;80.0;356425;4119;91;78
78403;2024;20;17.0;3.0;15.0;85.0;248402;3185;85;78
78404;2024;2;2.0;0.0;0.0;100.0;658095;3845;168;78
78407;2024;3;3.0;0.0;0.0;100.0;304783;2083;153;78
78410;2024;13;12.0;1.0;8.0;92.0;232850;2482;97;78
78415;2024;4;4.0;0.0;0.0;100.0;361172;2988;118;78
78416;2024;5;2.0;3.0;60.0;40.0;256800;2825;86;78
78417;2024;2;1.0;1.0;50.0;50.0;280450;2198;126;78
78418;2024;123;51.0;72.0;59.0;41.0;371854;4675;79;78
78420;2024;29;20.0;9.0;31.0;69.0;446267;4856;92;78
78423;2024;236;73.0;163.0;69.0;31.0;314739;3971;80;78
78431;2024;23;23.0;0.0;0.0;100.0;478635;3619;134;78
78437;2024;10;10.0;0.0;0.0;100.0;213674;2220;106;78
78440;2024;142;64.0;78.0;55.0;45.0;184416;2397;77;78
78442;2024;43;20.0;23.0;53.0;47.0;353314;3749;91;78
78443;2024;9;6.0;3.0;33.0;67.0;271944;3199;90;78
78444;2024;9;9.0;0.0;0.0;100.0;245496;2152;120;78
78451;2024;10;8.0;2.0;20.0;80.0;293438;3545;86;78
78455;2024;60;37.0;23.0;38.0;62.0;612292;5244;116;78
78460;2024;9;9.0;0.0;0.0;100.0;533738;3410;136;78
78464;2024;8;8.0;0.0;0.0;100.0;280719;2984;104;78
78465;2024;26;25.0;1.0;4.0;96.0;342516;3632;99;78
78466;2024;76;56.0;20.0;26.0;74.0;515092;4328;119;78
78470;2024;6;4.0;2.0;33.0;67.0;268650;2480;110;78
78472;2024;2;2.0;0.0;0.0;100.0;178500;3018;62;78
78474;2024;10;10.0;0.0;0.0;100.0;359055;3526;107;78
78475;2024;1;1.0;0.0;0.0;100.0;291000;2670;109;78
78481;2024;160;30.0;130.0;81.0;19.0;391160;4836;80;78
78484;2024;4;4.0;0.0;0.0;100.0;273094;2756;98;78
78486;2024;73;50.0;23.0;32.0;68.0;282344;3462;85;78
78490;2024;252;88.0;164.0;65.0;35.0;241755;3120;78;78
78497;2024;10;10.0;0.0;0.0;100.0;599093;3416;168;78
78498;2024;336;58.0;278.0;83.0;17.0;253050;3849;67;78
78499;2024;8;8.0;0.0;0.0;100.0;319670;3058;108;78
78501;2024;23;22.0;1.0;4.0;96.0;258319;2843;102;78
78502;2024;46;5.0;41.0;89.0;11.0;316864;4639;67;78
78505;2024;4;4.0;0.0;0.0;100.0;306928;2687;116;78
78506;2024;10;10.0;0.0;0.0;100.0;358673;2582;142;78
78513;2024;23;15.0;8.0;35.0;65.0;357607;3857;94;78
78516;2024;12;12.0;0.0;0.0;100.0;299644;3323;96;78
78517;2024;304;111.0;193.0;63.0;37.0;295830;3869;79;78
78518;2024;1;1.0;0.0;0.0;100.0;1090000;4258;256;78
78520;2024;16;16.0;0.0;0.0;100.0;382664;3007;130;78
78522;2024;10;8.0;2.0;20.0;80.0;342934;2963;122;78
78528;2024;2;2.0;0.0;0.0;100.0;173050;2154;80;78
78530;2024;5;4.0;1.0;20.0;80.0;294100;4710;81;78
78531;2024;33;27.0;6.0;18.0;82.0;220155;2725;84;78
78536;2024;4;4.0;0.0;0.0;100.0;268262;3432;89;78
78537;2024;71;56.0;15.0;21.0;79.0;289931;3035;98;78
78545;2024;156;29.0;127.0;81.0;19.0;283528;4077;70;78
78548;2024;2;2.0;0.0;0.0;100.0;732852;4707;149;78
78550;2024;14;14.0;0.0;0.0;100.0;339601;2985;121;78
78551;2024;451;66.0;385.0;85.0;15.0;552779;6589;82;78
78557;2024;10;8.0;2.0;20.0;80.0;225829;2759;80;78
78558;2024;2;2.0;0.0;0.0;100.0;257500;2380;109;78
78559;2024;1;0.0;1.0;100.0;0.0;108108;1802;60;78
78561;2024;1;0.0;1.0;100.0;0.0;140000;3111;45;78
78562;2024;9;7.0;2.0;22.0;78.0;270242;3364;87;78
78564;2024;6;5.0;1.0;17.0;83.0;185800;2100;93;78
78567;2024;6;6.0;0.0;0.0;100.0;348502;2611;127;78
78569;2024;7;6.0;1.0;14.0;86.0;200143;2310;92;78
78571;2024;47;40.0;7.0;15.0;85.0;734055;5152;153;78
78575;2024;57;48.0;9.0;16.0;84.0;392849;4617;93;78
78576;2024;16;11.0;5.0;31.0;69.0;389475;3684;110;78
78586;2024;482;212.0;270.0;56.0;44.0;325476;4528;73;78
78588;2024;7;7.0;0.0;0.0;100.0;478635;4021;125;78
78590;2024;4;3.0;1.0;25.0;75.0;494959;4142;132;78
78591;2024;26;20.0;6.0;23.0;77.0;237379;2815;86;78
78597;2024;8;8.0;0.0;0.0;100.0;432994;2814;152;78
78601;2024;12;11.0;1.0;8.0;92.0;313297;3193;105;78
78605;2024;10;10.0;0.0;0.0;100.0;302316;3601;91;78
78606;2024;1;1.0;0.0;0.0;100.0;373000;2608;143;78
78608;2024;1;1.0;0.0;0.0;100.0;303000;2886;105;78
78609;2024;12;12.0;0.0;0.0;100.0;273018;2840;97;78
78615;2024;9;7.0;2.0;22.0;78.0;446336;4789;93;78
78616;2024;17;13.0;4.0;24.0;76.0;357162;3513;103;78
78618;2024;6;6.0;0.0;0.0;100.0;404592;2490;156;78
78620;2024;8;5.0;3.0;38.0;62.0;481794;5631;87;78
78621;2024;146;35.0;111.0;76.0;24.0;189125;2936;66;78
78623;2024;5;4.0;1.0;20.0;80.0;366240;3905;96;78
78624;2024;110;70.0;40.0;36.0;64.0;317421;3531;90;78
78638;2024;49;42.0;7.0;14.0;86.0;327020;3380;101;78
78640;2024;161;34.0;127.0;79.0;21.0;340360;4863;71;78
78642;2024;161;70.0;91.0;57.0;43.0;307657;3554;87;78
78643;2024;62;48.0;14.0;23.0;77.0;449002;4256;106;78
78644;2024;13;11.0;2.0;15.0;85.0;294826;4130;77;78
78646;2024;801;74.0;727.0;91.0;9.0;516522;6898;73;78
78647;2024;6;6.0;0.0;0.0;100.0;239221;3342;71;78
78650;2024;174;62.0;112.0;64.0;36.0;711039;6891;96;78
78653;2024;2;2.0;0.0;0.0;100.0;290000;6588;41;78
78655;2024;3;3.0;0.0;0.0;100.0;355975;2781;130;78
78668;2024;8;8.0;0.0;0.0;100.0;254027;2570;104;78
78672;2024;49;29.0;20.0;41.0;59.0;521677;4955;103;78
78674;2024;87;61.0;26.0;30.0;70.0;313549;3934;81;78
78677;2024;5;5.0;0.0;0.0;100.0;387200;2847;137;78
78681;2024;2;2.0;0.0;0.0;100.0;168700;2989;62;78
78683;2024;24;21.0;3.0;12.0;88.0;407586;3780;113;78
78686;2024;171;39.0;132.0;77.0;23.0;424678;6026;69;78
78688;2024;87;51.0;36.0;41.0;59.0;413166;4320;98;78
91001;2024;2;2.0;0.0;0.0;100.0;234500;1242;172;91
91016;2024;49;44.0;5.0;10.0;90.0;200259;2205;93;91
91017;2024;8;8.0;0.0;0.0;100.0;456150;3238;133;91
91021;2024;129;32.0;97.0;75.0;25.0;187159;3247;58;91
91027;2024;254;103.0;151.0;59.0;41.0;229079;3579;66;91
91035;2024;1;1.0;0.0;0.0;100.0;318330;2920;109;91
91037;2024;3;2.0;1.0;33.0;67.0;342867;3214;123;91
91038;2024;4;3.0;1.0;25.0;75.0;282475;2867;95;91
91041;2024;5;4.0;1.0;20.0;80.0;304600;2717;108;91
91044;2024;47;29.0;18.0;38.0;62.0;308597;3357;92;91
91045;2024;75;58.0;17.0;23.0;77.0;248313;2951;87;91
91047;2024;22;17.0;5.0;23.0;77.0;214826;2852;81;91
91064;2024;36;15.0;21.0;58.0;42.0;378433;4738;78;91
91067;2024;2;2.0;0.0;0.0;100.0;208750;1725;122;91
91069;2024;5;5.0;0.0;0.0;100.0;170627;1967;90;91
91075;2024;1;1.0;0.0;0.0;100.0;80000;2424;33;91
91079;2024;8;8.0;0.0;0.0;100.0;230838;2483;98;91
91080;2024;17;13.0;4.0;24.0;76.0;246359;2908;88;91
91081;2024;3;3.0;0.0;0.0;100.0;247750;2969;94;91
91085;2024;47;37.0;10.0;21.0;79.0;272720;3246;90;91
91086;2024;106;56.0;50.0;47.0;53.0;231057;3049;79;91
91093;2024;3;3.0;0.0;0.0;100.0;333333;3628;99;91
91095;2024;17;13.0;4.0;24.0;76.0;239629;2917;83;91
91097;2024;66;26.0;40.0;61.0;39.0;215970;2769;78;91
91098;2024;4;4.0;0.0;0.0;100.0;269325;2258;128;91
91099;2024;28;24.0;4.0;14.0;86.0;233166;2863;84;91
91100;2024;3;3.0;0.0;0.0;100.0;278333;2712;108;91
91103;2024;212;83.0;129.0;61.0;39.0;215810;3306;69;91
91105;2024;65;58.0;7.0;11.0;89.0;281050;3086;98;91
91106;2024;17;16.0;1.0;6.0;94.0;312792;2891;115;91
91109;2024;8;8.0;0.0;0.0;100.0;288295;3128;109;91
91111;2024;35;30.0;5.0;14.0;86.0;307029;3394;99;91
91112;2024;3;3.0;0.0;0.0;100.0;203333;3687;70;91
91114;2024;235;113.0;122.0;52.0;48.0;280900;3586;80;91
91115;2024;32;22.0;10.0;31.0;69.0;247298;3062;83;91
91121;2024;5;5.0;0.0;0.0;100.0;289252;3538;92;91
91122;2024;60;37.0;23.0;38.0;62.0;338208;4382;82;91
91129;2024;41;40.0;1.0;2.0;98.0;255967;2698;103;91
91130;2024;10;9.0;1.0;10.0;90.0;249625;2347;104;91
91131;2024;4;4.0;0.0;0.0;100.0;409130;3128;175;91
91132;2024;16;12.0;4.0;25.0;75.0;215075;2539;86;91
91135;2024;28;28.0;0.0;0.0;100.0;256389;2789;92;91
91136;2024;16;12.0;4.0;25.0;75.0;274041;3780;74;91
91137;2024;4;4.0;0.0;0.0;100.0;200625;1880;118;91
91156;2024;20;16.0;4.0;20.0;80.0;257825;3150;85;91
91159;2024;22;13.0;9.0;41.0;59.0;272186;3741;79;91
91161;2024;206;29.0;177.0;86.0;14.0;185549;2848;68;91
91174;2024;521;117.0;404.0;78.0;22.0;151157;2610;60;91
91175;2024;15;10.0;5.0;33.0;67.0;220697;3539;74;91
91179;2024;44;24.0;20.0;45.0;55.0;249132;2993;85;91
91186;2024;1;1.0;0.0;0.0;100.0;267200;1979;135;91
91191;2024;109;43.0;66.0;61.0;39.0;244318;3596;70;91
91195;2024;12;10.0;2.0;17.0;83.0;356449;3153;120;91
91198;2024;18;16.0;2.0;11.0;89.0;257098;3199;84;91
91200;2024;103;60.0;43.0;42.0;58.0;232228;2910;82;91
91201;2024;249;155.0;94.0;38.0;62.0;276777;3509;81;91
91204;2024;2;2.0;0.0;0.0;100.0;352000;2660;132;91
91207;2024;46;37.0;9.0;20.0;80.0;268233;3131;88;91
91215;2024;63;17.0;46.0;73.0;27.0;153116;2149;71;91
91216;2024;93;58.0;35.0;38.0;62.0;287038;3646;80;91
91223;2024;273;95.0;178.0;65.0;35.0;158139;2454;68;91
91225;2024;29;21.0;8.0;28.0;72.0;425693;3853;114;91
91226;2024;88;61.0;27.0;31.0;69.0;234056;3072;78;91
91228;2024;459;84.0;375.0;82.0;18.0;162951;2437;70;91
91232;2024;35;23.0;12.0;34.0;66.0;212137;2744;78;91
91235;2024;41;9.0;32.0;78.0;22.0;178108;2860;64;91
