insee_com;annee;nb_mutations;nb_maisons;nb_apparts;prop_maison;prop_appart;prix_moyen;prix_m2_moyen;surface_moy;dep_code
91240;2024;1;0.0;1.0;100.0;0.0;155835;2195;71;91
91243;2024;20;18.0;2.0;10.0;90.0;311448;3172;100;91
91244;2024;11;7.0;4.0;36.0;64.0;231955;3085;79;91
91247;2024;2;2.0;0.0;0.0;100.0;322000;3178;95;91
91248;2024;3;2.0;1.0;33.0;67.0;153500;1696;92;91
91249;2024;46;38.0;8.0;17.0;83.0;343523;3042;119;91
91272;2024;187;90.0;97.0;52.0;48.0;374692;4050;96;91
91273;2024;10;10.0;0.0;0.0;100.0;197000;2098;97;91
91274;2024;9;8.0;1.0;11.0;89.0;381274;4088;98;91
91275;2024;14;11.0;3.0;21.0;79.0;333636;3967;92;91
91284;2024;10;10.0;0.0;0.0;100.0;273040;2717;101;91
91286;2024;158;18.0;140.0;89.0;11.0;88866;1439;59;91
91292;2024;8;8.0;0.0;0.0;100.0;340984;3409;101;91
91293;2024;10;7.0;3.0;30.0;70.0;269830;2400;118;91
91294;2024;8;8.0;0.0;0.0;100.0;281874;2654;108;91
91312;2024;85;58.0;27.0;32.0;68.0;422175;4538;96;91
91315;2024;57;55.0;2.0;4.0;96.0;277278;3344;90;91
91318;2024;21;20.0;1.0;5.0;95.0;322707;3397;100;91
91319;2024;9;8.0;1.0;11.0;89.0;330474;3623;98;91
91326;2024;214;44.0;170.0;79.0;21.0;227545;3860;62;91
91330;2024;48;33.0;15.0;31.0;69.0;251150;3051;87;91
91332;2024;13;11.0;2.0;15.0;85.0;335603;2936;117;91
91333;2024;52;39.0;13.0;25.0;75.0;260014;3126;88;91
91338;2024;62;49.0;13.0;21.0;79.0;346951;3399;106;91
91339;2024;72;42.0;30.0;42.0;58.0;261670;3287;82;91
91340;2024;61;46.0;15.0;25.0;75.0;248210;3127;84;91
91345;2024;195;54.0;141.0;72.0;28.0;212190;3027;71;91
91347;2024;55;43.0;12.0;22.0;78.0;295922;3337;91;91
91359;2024;35;32.0;3.0;9.0;91.0;211438;2534;88;91
91363;2024;68;51.0;17.0;25.0;75.0;291518;3320;92;91
91374;2024;4;4.0;0.0;0.0;100.0;254528;2550;106;91
91376;2024;46;28.0;18.0;39.0;61.0;258941;3356;82;91
91377;2024;490;62.0;428.0;87.0;13.0;259568;4021;67;91
91378;2024;4;4.0;0.0;0.0;100.0;314882;3089;102;91
91386;2024;173;103.0;70.0;40.0;60.0;267942;3113;90;91
91390;2024;38;35.0;3.0;8.0;92.0;194755;2292;89;91
91393;2024;4;4.0;0.0;0.0;100.0;245905;1920;128;91
91399;2024;2;2.0;0.0;0.0;100.0;151750;1658;92;91
91405;2024;40;33.0;7.0;18.0;82.0;314551;3468;95;91
91408;2024;8;7.0;1.0;12.0;88.0;309316;3442;94;91
91411;2024;15;14.0;1.0;7.0;93.0;311061;3436;95;91
91412;2024;6;5.0;1.0;17.0;83.0;252340;2999;86;91
91414;2024;4;4.0;0.0;0.0;100.0;163238;1544;108;91
91421;2024;192;117.0;75.0;39.0;61.0;284864;3867;77;91
91425;2024;80;45.0;35.0;44.0;56.0;277630;3426;84;91
91432;2024;119;78.0;41.0;34.0;66.0;269398;3637;78;91
91433;2024;36;26.0;10.0;28.0;72.0;251764;2841;93;91
91434;2024;187;114.0;73.0;39.0;61.0;246153;3408;76;91
91435;2024;5;5.0;0.0;0.0;100.0;398150;2812;173;91
91441;2024;4;4.0;0.0;0.0;100.0;316800;2912;110;91
91457;2024;37;32.0;5.0;14.0;86.0;281317;3176;91;91
91458;2024;37;20.0;17.0;46.0;54.0;277493;3341;85;91
91461;2024;48;41.0;7.0;15.0;85.0;284632;3102;93;91
91463;2024;13;10.0;3.0;23.0;77.0;286846;3075;97;91
91468;2024;24;19.0;5.0;21.0;79.0;250732;2940;89;91
91469;2024;3;3.0;0.0;0.0;100.0;293333;2187;136;91
91471;2024;147;77.0;70.0;48.0;52.0;338474;4365;81;91
91477;2024;300;88.0;212.0;71.0;29.0;292853;4136;73;91
91479;2024;67;54.0;13.0;19.0;81.0;308406;4046;80;91
91482;2024;6;2.0;4.0;67.0;33.0;188230;2454;81;91
91494;2024;34;28.0;6.0;18.0;82.0;282138;3244;88;91
91495;2024;5;5.0;0.0;0.0;100.0;194300;2064;97;91
91507;2024;3;3.0;0.0;0.0;100.0;321233;2974;108;91
91508;2024;2;2.0;0.0;0.0;100.0;257335;3204;93;91
91511;2024;33;20.0;13.0;39.0;61.0;148188;2078;71;91
91514;2024;79;48.0;31.0;39.0;61.0;258471;3383;81;91
91519;2024;1;1.0;0.0;0.0;100.0;442200;2457;180;91
91521;2024;238;59.0;179.0;75.0;25.0;169731;2511;68;91
91525;2024;8;6.0;2.0;25.0;75.0;201912;3318;68;91
91526;2024;1;1.0;0.0;0.0;100.0;290000;1801;161;91
91533;2024;20;16.0;4.0;20.0;80.0;180208;2262;81;91
91534;2024;27;18.0;9.0;33.0;67.0;402547;4687;91;91
91538;2024;4;3.0;1.0;25.0;75.0;347852;3160;110;91
91540;2024;41;30.0;11.0;27.0;73.0;257173;3019;88;91
91544;2024;6;4.0;2.0;33.0;67.0;240996;2104;131;91
91546;2024;14;13.0;1.0;7.0;93.0;400268;3131;131;91
91547;2024;11;11.0;0.0;0.0;100.0;193795;1634;114;91
91549;2024;308;177.0;131.0;43.0;57.0;261325;3451;78;91
91552;2024;82;56.0;26.0;32.0;68.0;263026;3180;83;91
91553;2024;81;62.0;19.0;23.0;77.0;302817;3338;93;91
91556;2024;3;2.0;1.0;33.0;67.0;392967;2935;127;91
91560;2024;2;2.0;0.0;0.0;100.0;372500;3862;100;91
91568;2024;9;7.0;2.0;22.0;78.0;289456;3206;92;91
91570;2024;148;63.0;85.0;57.0;43.0;217148;2773;79;91
91573;2024;98;46.0;52.0;53.0;47.0;233845;3348;72;91
91577;2024;67;57.0;10.0;15.0;85.0;319998;3167;105;91
91578;2024;3;3.0;0.0;0.0;100.0;463569;3025;151;91
91579;2024;30;24.0;6.0;20.0;80.0;239421;3160;77;91
91581;2024;7;7.0;0.0;0.0;100.0;293831;3242;90;91
91587;2024;65;39.0;26.0;40.0;60.0;282693;3416;89;91
91589;2024;383;217.0;166.0;43.0;57.0;245779;3506;72;91
91593;2024;21;19.0;2.0;10.0;90.0;284416;2977;103;91
91599;2024;18;17.0;1.0;6.0;94.0;271535;3273;87;91
91600;2024;56;38.0;18.0;32.0;68.0;323321;3451;98;91
91602;2024;5;5.0;0.0;0.0;100.0;212500;2839;76;91
91613;2024;3;3.0;0.0;0.0;100.0;263667;2004;131;91
91617;2024;30;20.0;10.0;33.0;67.0;287240;3408;86;91
91619;2024;1;1.0;0.0;0.0;100.0;370000;3458;107;91
91629;2024;9;9.0;0.0;0.0;100.0;312388;2705;119;91
91630;2024;16;16.0;0.0;0.0;100.0;331944;3007;112;91
91631;2024;12;12.0;0.0;0.0;100.0;358624;3642;107;91
91634;2024;13;10.0;3.0;23.0;77.0;273728;2923;100;91
91635;2024;20;17.0;3.0;15.0;85.0;410100;4796;91;91
91639;2024;8;8.0;0.0;0.0;100.0;230091;2996;82;91
91645;2024;128;67.0;61.0;48.0;52.0;441364;4690;94;91
91648;2024;20;14.0;6.0;30.0;70.0;243791;3248;80;91
91649;2024;24;17.0;7.0;29.0;71.0;213286;2552;86;91
91654;2024;9;9.0;0.0;0.0;100.0;346233;2763;129;91
91657;2024;212;119.0;93.0;44.0;56.0;217603;3325;68;91
91659;2024;38;26.0;12.0;32.0;68.0;246028;2974;84;91
91661;2024;94;47.0;47.0;50.0;50.0;295880;3615;84;91
91662;2024;5;5.0;0.0;0.0;100.0;813990;4729;132;91
91665;2024;57;48.0;9.0;16.0;84.0;315461;3575;91;91
91666;2024;27;22.0;5.0;19.0;81.0;345687;3799;94;91
91667;2024;52;37.0;15.0;29.0;71.0;304408;3673;85;91
91671;2024;4;4.0;0.0;0.0;100.0;304600;2050;153;91
91679;2024;6;6.0;0.0;0.0;100.0;534167;6569;86;91
91685;2024;50;33.0;17.0;34.0;66.0;276778;3480;81;91
91687;2024;254;86.0;168.0;66.0;34.0;209910;3242;66;91
91689;2024;75;30.0;45.0;60.0;40.0;295616;4102;77;91
91691;2024;293;136.0;157.0;54.0;46.0;283044;3657;79;91
91692;2024;153;16.0;137.0;90.0;10.0;179321;2524;73;91
92002;2024;544;169.0;375.0;69.0;31.0;405675;5316;77;92
92004;2024;1001;89.0;912.0;91.0;9.0;384222;6364;59;92
92007;2024;203;47.0;156.0;77.0;23.0;340702;5261;66;92
92009;2024;332;65.0;267.0;80.0;20.0;435122;6674;64;92
92012;2024;1323;22.0;1301.0;98.0;2.0;501138;8313;59;92
92014;2024;210;32.0;178.0;85.0;15.0;373036;5582;67;92
92019;2024;296;25.0;271.0;92.0;8.0;325758;4742;70;92
92020;2024;333;47.0;286.0;86.0;14.0;344832;5745;61;92
92022;2024;200;34.0;166.0;83.0;17.0;376401;5957;63;92
92023;2024;465;122.0;343.0;74.0;26.0;438973;6035;71;92
92024;2024;529;6.0;523.0;99.0;1.0;330345;6700;50;92
92025;2024;694;215.0;479.0;69.0;31.0;373374;5544;65;92
92026;2024;884;28.0;856.0;97.0;3.0;381427;6684;58;92
92032;2024;167;24.0;143.0;86.0;14.0;310987;4818;66;92
92033;2024;170;32.0;138.0;81.0;19.0;535730;6303;82;92
92035;2024;321;36.0;285.0;89.0;11.0;425750;6731;62;92
92036;2024;132;23.0;109.0;83.0;17.0;264663;4504;60;92
92040;2024;611;44.0;567.0;93.0;7.0;434333;7438;58;92
92044;2024;729;8.0;721.0;99.0;1.0;499760;8940;55;92
92046;2024;205;31.0;174.0;85.0;15.0;353827;6715;53;92
92047;2024;17;15.0;2.0;12.0;88.0;1393926;7189;174;92
92048;2024;359;47.0;312.0;87.0;13.0;473111;6060;76;92
92049;2024;540;22.0;518.0;96.0;4.0;390123;7100;55;92
92050;2024;376;86.0;290.0;77.0;23.0;334698;5412;62;92
92051;2024;779;11.0;768.0;99.0;1.0;838150;10339;79;92
92060;2024;288;32.0;256.0;89.0;11.0;372948;5556;68;92
92062;2024;441;14.0;427.0;97.0;3.0;402184;6936;58;92
92063;2024;812;192.0;620.0;76.0;24.0;468382;6043;74;92
92064;2024;327;50.0;277.0;85.0;15.0;599677;6911;83;92
92071;2024;202;35.0;167.0;83.0;17.0;523219;6294;80;92
92072;2024;195;33.0;162.0;83.0;17.0;464996;6156;75;92
92073;2024;452;61.0;391.0;87.0;13.0;461190;6920;66;92
92075;2024;313;23.0;290.0;93.0;7.0;363399;6310;58;92
92076;2024;97;24.0;73.0;75.0;25.0;602288;5727;102;92
92077;2024;73;13.0;60.0;82.0;18.0;506199;5701;89;92
92078;2024;96;14.0;82.0;85.0;15.0;202182;3411;62;92
93001;2024;363;30.0;333.0;92.0;8.0;191093;3983;49;93
93005;2024;499;271.0;228.0;46.0;54.0;249318;3638;73;93
93006;2024;193;39.0;154.0;80.0;20.0;327675;5593;59;93
93007;2024;243;150.0;93.0;38.0;62.0;292822;4305;73;93
93008;2024;157;60.0;97.0;62.0;38.0;222597;3497;68;93
93010;2024;288;115.0;173.0;60.0;40.0;200449;3236;64;93
93013;2024;104;20.0;84.0;81.0;19.0;235349;4245;58;93
93014;2024;121;42.0;79.0;65.0;35.0;170934;2452;72;93
93015;2024;46;31.0;15.0;33.0;67.0;250595;3014;90;93
93027;2024;111;33.0;78.0;70.0;30.0;196915;3235;63;93
93029;2024;433;223.0;210.0;48.0;52.0;220577;3848;61;93
93030;2024;25;8.0;17.0;68.0;32.0;192169;2736;70;93
93031;2024;289;66.0;223.0;77.0;23.0;188859;2982;65;93
93032;2024;336;186.0;150.0;45.0;55.0;255844;3548;74;93
93033;2024;62;40.0;22.0;35.0;65.0;329940;4319;83;93
93039;2024;35;3.0;32.0;91.0;9.0;273499;4214;63;93
93045;2024;165;17.0;148.0;90.0;10.0;351087;6613;54;93
93046;2024;446;166.0;280.0;63.0;37.0;208279;3217;67;93
93047;2024;190;145.0;45.0;24.0;76.0;276581;3765;79;93
93048;2024;883;159.0;724.0;82.0;18.0;333516;5871;58;93
93049;2024;202;79.0;123.0;61.0;39.0;278655;4162;69;93
93050;2024;198;55.0;143.0;72.0;28.0;229725;3418;69;93
93051;2024;564;154.0;410.0;73.0;27.0;280484;4333;68;93
93053;2024;235;68.0;167.0;71.0;29.0;236534;3791;64;93
93055;2024;462;22.0;440.0;95.0;5.0;294275;5849;50;93
93057;2024;213;83.0;130.0;61.0;39.0;223559;3695;62;93
93059;2024;43;18.0;25.0;58.0;42.0;188604;3363;59;93
93061;2024;124;10.0;114.0;92.0;8.0;324001;6194;51;93
93062;2024;169;62.0;107.0;63.0;37.0;353752;4345;81;93
93063;2024;210;54.0;156.0;74.0;26.0;330854;5382;62;93
93064;2024;378;65.0;313.0;83.0;17.0;231497;3897;62;93
93066;2024;564;55.0;509.0;90.0;10.0;200778;3982;52;93
93070;2024;472;28.0;444.0;94.0;6.0;336400;6254;54;93
93071;2024;259;140.0;119.0;46.0;54.0;209514;2927;73;93
93072;2024;149;66.0;83.0;56.0;44.0;193078;3201;63;93
93073;2024;269;178.0;91.0;34.0;66.0;248083;3363;77;93
93074;2024;96;49.0;47.0;49.0;51.0;245356;3561;72;93
93077;2024;256;109.0;147.0;57.0;43.0;275980;3918;72;93
93078;2024;265;133.0;132.0;50.0;50.0;215591;2990;74;93
93079;2024;26;13.0;13.0;50.0;50.0;220388;3311;67;93
94001;2024;48;19.0;29.0;60.0;40.0;230702;3762;63;94
94002;2024;339;45.0;294.0;87.0;13.0;271507;4934;56;94
94003;2024;137;37.0;100.0;73.0;27.0;341877;5604;61;94
94004;2024;127;28.0;99.0;78.0;22.0;223703;3338;71;94
94011;2024;66;27.0;39.0;59.0;41.0;276725;4075;70;94
94015;2024;179;53.0;126.0;70.0;30.0;399231;5088;78;94
94016;2024;233;44.0;189.0;81.0;19.0;283364;4908;59;94
94017;2024;507;208.0;299.0;59.0;41.0;275587;4096;70;94
94018;2024;297;7.0;290.0;98.0;2.0;439836;7338;60;94
94019;2024;178;53.0;125.0;70.0;30.0;269211;3742;73;94
94021;2024;115;12.0;103.0;90.0;10.0;243931;3762;66;94
94022;2024;367;67.0;300.0;82.0;18.0;212890;3647;61;94
94028;2024;496;49.0;447.0;90.0;10.0;252035;3871;67;94
94033;2024;431;117.0;314.0;73.0;27.0;402915;6008;68;94
94034;2024;219;22.0;197.0;90.0;10.0;227803;3493;67;94
94037;2024;93;11.0;82.0;88.0;12.0;328934;6088;56;94
94038;2024;238;77.0;161.0;68.0;32.0;320295;4471;72;94
94041;2024;395;19.0;376.0;95.0;5.0;237944;4992;49;94
94042;2024;210;47.0;163.0;78.0;22.0;384472;6037;63;94
94043;2024;139;5.0;134.0;96.0;4.0;293891;5673;54;94
94044;2024;206;67.0;139.0;67.0;33.0;233437;3494;69;94
94046;2024;501;80.0;421.0;84.0;16.0;340774;5608;61;94
94047;2024;36;28.0;8.0;22.0;78.0;334780;3667;96;94
94048;2024;43;32.0;11.0;26.0;74.0;363481;3653;107;94
94052;2024;413;49.0;364.0;88.0;12.0;420409;6107;67;94
94053;2024;35;22.0;13.0;37.0;63.0;347161;4404;87;94
94054;2024;109;47.0;62.0;57.0;43.0;245789;3801;67;94
94055;2024;104;99.0;5.0;5.0;95.0;389327;4240;99;94
94056;2024;40;33.0;7.0;18.0;82.0;303644;3346;95;94
94058;2024;400;122.0;278.0;70.0;30.0;429513;5828;72;94
94059;2024;187;48.0;139.0;74.0;26.0;279439;3956;71;94
94060;2024;99;80.0;19.0;19.0;81.0;295559;3366;91;94
94065;2024;48;15.0;33.0;69.0;31.0;352060;4147;85;94
94067;2024;259;5.0;254.0;98.0;2.0;555857;8599;62;94
94068;2024;963;320.0;643.0;67.0;33.0;453739;6048;73;94
94069;2024;116;4.0;112.0;97.0;3.0;370417;5673;62;94
94070;2024;30;19.0;11.0;37.0;63.0;464074;3982;112;94
94071;2024;202;112.0;90.0;45.0;55.0;335949;4089;84;94
94073;2024;269;53.0;216.0;80.0;20.0;263743;3862;71;94
94074;2024;34;16.0;18.0;53.0;47.0;241306;3613;70;94
94075;2024;88;56.0;32.0;36.0;64.0;309741;3737;87;94
94076;2024;353;78.0;275.0;78.0;22.0;301136;5090;61;94
94077;2024;171;99.0;72.0;42.0;58.0;249854;3844;68;94
94078;2024;153;49.0;104.0;68.0;32.0;159758;3103;54;94
94079;2024;271;83.0;188.0;69.0;31.0;266068;3979;68;94
94080;2024;674;26.0;648.0;96.0;4.0;485752;8671;55;94
94081;2024;480;129.0;351.0;73.0;27.0;262132;4393;61;94
95002;2024;17;13.0;4.0;24.0;76.0;312125;2983;107;95
95008;2024;11;9.0;2.0;18.0;82.0;213746;2425;91;95
95011;2024;10;10.0;0.0;0.0;100.0;224474;3298;70;95
95012;2024;3;3.0;0.0;0.0;100.0;145333;1588;98;95
95014;2024;19;14.0;5.0;26.0;74.0;508146;4173;125;95
95018;2024;788;334.0;454.0;58.0;42.0;226533;3552;66;95
95019;2024;84;54.0;30.0;36.0;64.0;227185;3672;73;95
95023;2024;4;4.0;0.0;0.0;100.0;263625;2696;99;95
95024;2024;2;2.0;0.0;0.0;100.0;257025;3328;77;95
95026;2024;25;22.0;3.0;12.0;88.0;275763;3200;91;95
95028;2024;18;15.0;3.0;17.0;83.0;332259;3567;96;95
95039;2024;71;52.0;19.0;27.0;73.0;282882;3594;83;95
95040;2024;11;11.0;0.0;0.0;100.0;317475;2628;134;95
95042;2024;22;19.0;3.0;14.0;86.0;298166;3676;83;95
95046;2024;2;2.0;0.0;0.0;100.0;172323;1478;108;95
95051;2024;79;51.0;28.0;35.0;65.0;306901;3927;83;95
95052;2024;112;46.0;66.0;59.0;41.0;191017;3114;65;95
95054;2024;6;6.0;0.0;0.0;100.0;286739;2977;92;95
95055;2024;6;6.0;0.0;0.0;100.0;264333;3345;80;95
95056;2024;16;15.0;1.0;6.0;94.0;276945;3180;90;95
95058;2024;36;27.0;9.0;25.0;75.0;258176;3452;82;95
95059;2024;2;2.0;0.0;0.0;100.0;303925;2192;138;95
95060;2024;86;46.0;40.0;47.0;53.0;286717;3662;84;95
95061;2024;3;3.0;0.0;0.0;100.0;412067;3449;123;95
95063;2024;241;85.0;156.0;65.0;35.0;296262;4319;68;95
95074;2024;7;6.0;1.0;14.0;86.0;421236;3928;120;95
95078;2024;18;16.0;2.0;11.0;89.0;318841;3004;108;95
95088;2024;7;1.0;6.0;86.0;14.0;254806;4174;63;95
95091;2024;49;41.0;8.0;16.0;84.0;306596;3400;91;95
95094;2024;3;2.0;1.0;33.0;67.0;278333;3441;80;95
95101;2024;11;11.0;0.0;0.0;100.0;220155;2489;89;95
95102;2024;6;6.0;0.0;0.0;100.0;345417;3764;93;95
95110;2024;2;2.0;0.0;0.0;100.0;271750;3642;86;95
95116;2024;31;27.0;4.0;13.0;87.0;255350;2759;96;95
95119;2024;1;1.0;0.0;0.0;100.0;278000;2550;109;95
95120;2024;21;21.0;0.0;0.0;100.0;330969;3145;110;95
95127;2024;527;113.0;414.0;79.0;21.0;200224;3269;66;95
95134;2024;46;44.0;2.0;4.0;96.0;314687;3222;102;95
95139;2024;1;1.0;0.0;0.0;100.0;150000;2500;60;95
95142;2024;22;18.0;4.0;18.0;82.0;209542;2818;81;95
95149;2024;44;34.0;10.0;23.0;77.0;314566;3787;90;95
95150;2024;5;5.0;0.0;0.0;100.0;253450;2718;91;95
95151;2024;3;3.0;0.0;0.0;100.0;256102;2843;106;95
95154;2024;3;3.0;0.0;0.0;100.0;309333;2744;119;95
95157;2024;2;2.0;0.0;0.0;100.0;258015;1926;144;95
95166;2024;4;4.0;0.0;0.0;100.0;264914;2302;124;95
95169;2024;5;5.0;0.0;0.0;100.0;303964;2072;144;95
95170;2024;5;3.0;2.0;40.0;60.0;219980;2797;75;95
95176;2024;261;152.0;109.0;42.0;58.0;343131;4378;80;95
95177;2024;13;13.0;0.0;0.0;100.0;308715;3664;84;95
95183;2024;58;28.0;30.0;52.0;48.0;247876;3488;73;95
95197;2024;214;77.0;137.0;64.0;36.0;299595;3932;76;95
95199;2024;146;67.0;79.0;54.0;46.0;246538;3171;80;95
95203;2024;217;100.0;117.0;54.0;46.0;311012;4074;78;95
95205;2024;48;23.0;25.0;52.0;48.0;252282;3400;75;95
95210;2024;143;26.0;117.0;82.0;18.0;365454;5193;72;95
95211;2024;20;18.0;2.0;10.0;90.0;348019;3766;103;95
95213;2024;5;5.0;0.0;0.0;100.0;583100;3166;217;95
95214;2024;1;1.0;0.0;0.0;100.0;160000;1928;83;95
95218;2024;135;60.0;75.0;56.0;44.0;251621;3204;82;95
95219;2024;221;75.0;146.0;66.0;34.0;291101;4003;74;95
95229;2024;91;40.0;51.0;56.0;44.0;241702;3222;77;95
95241;2024;10;8.0;2.0;20.0;80.0;229640;3172;74;95
95250;2024;71;67.0;4.0;6.0;94.0;259442;3265;83;95
95252;2024;389;91.0;298.0;77.0;23.0;223491;3297;69;95
95253;2024;7;7.0;0.0;0.0;100.0;392450;3551;107;95
95254;2024;3;3.0;0.0;0.0;100.0;328850;2083;160;95
95256;2024;27;22.0;5.0;19.0;81.0;316363;3304;100;95
95257;2024;54;40.0;14.0;26.0;74.0;343723;4248;85;95
95258;2024;2;2.0;0.0;0.0;100.0;619250;2768;186;95
95268;2024;165;42.0;123.0;75.0;25.0;169413;2598;67;95
95270;2024;7;4.0;3.0;43.0;57.0;246613;2318;110;95
95271;2024;2;2.0;0.0;0.0;100.0;257000;3450;74;95
95277;2024;143;58.0;85.0;59.0;41.0;220528;3142;73;95
95280;2024;161;125.0;36.0;22.0;78.0;223237;3483;69;95
95287;2024;4;3.0;1.0;25.0;75.0;202475;3511;57;95
95288;2024;70;37.0;33.0;47.0;53.0;285159;3458;85;95
95295;2024;1;1.0;0.0;0.0;100.0;315000;4038;78;95
95298;2024;7;7.0;0.0;0.0;100.0;290092;2861;104;95
95301;2024;4;4.0;0.0;0.0;100.0;236055;2320;102;95
95303;2024;2;1.0;1.0;50.0;50.0;194000;2717;72;95
95304;2024;2;2.0;0.0;0.0;100.0;434425;3004;148;95
95306;2024;247;137.0;110.0;45.0;55.0;291018;3831;78;95
95308;2024;5;2.0;3.0;60.0;40.0;233800;5300;37;95
95309;2024;1;1.0;0.0;0.0;100.0;333000;2664;125;95
95313;2024;169;77.0;92.0;54.0;46.0;349584;4345;82;95
95316;2024;5;5.0;0.0;0.0;100.0;339240;3266;107;95
95323;2024;142;113.0;29.0;20.0;80.0;273281;3084;91;95
95328;2024;10;6.0;4.0;40.0;60.0;307376;3496;92;95
95331;2024;1;1.0;0.0;0.0;100.0;302919;2681;113;95
95341;2024;3;2.0;1.0;33.0;67.0;270333;2633;100;95
95348;2024;11;11.0;0.0;0.0;100.0;277032;3218;94;95
95351;2024;84;46.0;38.0;45.0;55.0;232878;3416;71;95
95352;2024;58;42.0;16.0;28.0;72.0;352211;3784;94;95
95353;2024;17;9.0;8.0;47.0;53.0;223165;3793;61;95
95355;2024;41;30.0;11.0;27.0;73.0;211856;3127;73;95
95365;2024;2;2.0;0.0;0.0;100.0;287500;5682;74;95
95369;2024;21;11.0;10.0;48.0;52.0;322252;3829;85;95
95370;2024;32;31.0;1.0;3.0;97.0;315556;3489;97;95
95371;2024;56;46.0;10.0;18.0;82.0;254545;3236;83;95
95379;2024;5;5.0;0.0;0.0;100.0;279578;2048;140;95
95388;2024;66;48.0;18.0;27.0;73.0;251205;2926;87;95
95392;2024;66;50.0;16.0;24.0;76.0;277543;3754;79;95
95394;2024;91;60.0;31.0;34.0;66.0;306961;3444;91;95
95395;2024;8;7.0;1.0;12.0;88.0;250875;2857;85;95
95409;2024;13;6.0;7.0;54.0;46.0;222336;3291;70;95
95422;2024;4;4.0;0.0;0.0;100.0;258975;2819;95;95
95424;2024;127;66.0;61.0;48.0;52.0;249748;3359;78;95
95426;2024;24;14.0;10.0;42.0;58.0;351598;3748;92;95
95427;2024;98;42.0;56.0;57.0;43.0;232645;3248;76;95
95428;2024;234;73.0;161.0;69.0;31.0;338495;4159;82;95
95429;2024;2;2.0;0.0;0.0;100.0;185000;3057;68;95
95430;2024;49;32.0;17.0;35.0;65.0;264359;3112;87;95
95436;2024;5;2.0;3.0;60.0;40.0;223273;2627;81;95
95445;2024;9;6.0;3.0;33.0;67.0;324578;3173;102;95
95446;2024;18;18.0;0.0;0.0;100.0;411076;4199;104;95
95447;2024;3;3.0;0.0;0.0;100.0;195400;1988;106;95
95450;2024;12;10.0;2.0;17.0;83.0;395418;4030;100;95
95452;2024;10;7.0;3.0;30.0;70.0;255420;3279;80;95
95456;2024;4;2.0;2.0;50.0;50.0;168656;3126;67;95
95459;2024;8;8.0;0.0;0.0;100.0;343378;2968;120;95
95462;2024;5;5.0;0.0;0.0;100.0;208560;2337;85;95
95476;2024;122;88.0;34.0;28.0;72.0;293999;3453;89;95
95480;2024;36;32.0;4.0;11.0;89.0;286587;3351;88;95
95483;2024;5;5.0;0.0;0.0;100.0;301180;3834;87;95
95487;2024;94;33.0;61.0;65.0;35.0;174661;2899;62;95
95488;2024;55;35.0;20.0;36.0;64.0;273738;3843;76;95
95489;2024;7;7.0;0.0;0.0;100.0;571770;4442;137;95
95491;2024;100;44.0;56.0;56.0;44.0;272759;3776;75;95
95500;2024;280;79.0;201.0;72.0;28.0;218918;3258;71;95
95504;2024;65;51.0;14.0;22.0;78.0;290380;3718;83;95
95509;2024;35;30.0;5.0;14.0;86.0;259054;3477;80;95
95510;2024;3;3.0;0.0;0.0;100.0;304283;3224;95;95
95523;2024;5;4.0;1.0;20.0;80.0;182568;2884;67;95
95527;2024;16;5.0;11.0;69.0;31.0;271692;4331;64;95
95529;2024;6;6.0;0.0;0.0;100.0;268367;2526;115;95
95535;2024;8;8.0;0.0;0.0;100.0;287712;3197;114;95
95539;2024;111;48.0;63.0;57.0;43.0;265586;3574;74;95
95541;2024;8;7.0;1.0;12.0;88.0;190200;2076;89;95
95543;2024;3;3.0;0.0;0.0;100.0;368667;2835;125;95
95554;2024;12;12.0;0.0;0.0;100.0;312797;2894;110;95
95555;2024;154;47.0;107.0;69.0;31.0;287117;3882;73;95
95563;2024;151;79.0;72.0;48.0;52.0;301513;3998;79;95
95566;2024;32;32.0;0.0;0.0;100.0;252329;2925;89;95
95572;2024;193;79.0;114.0;59.0;41.0;219103;3191;70;95
95574;2024;56;41.0;15.0;27.0;73.0;366264;3995;97;95
95580;2024;15;14.0;1.0;7.0;93.0;425183;3538;121;95
95582;2024;187;67.0;120.0;64.0;36.0;251414;3695;70;95
95584;2024;10;9.0;1.0;10.0;90.0;285347;3322;96;95
95585;2024;251;51.0;200.0;80.0;20.0;173926;2383;74;95
95592;2024;10;9.0;1.0;10.0;90.0;263259;3714;76;95
95594;2024;13;10.0;3.0;23.0;77.0;312834;3719;95;95
95598;2024;158;81.0;77.0;49.0;51.0;333112;3936;84;95
95604;2024;42;20.0;22.0;52.0;48.0;216659;2594;82;95
95607;2024;245;117.0;128.0;52.0;48.0;263061;3322;80;95
95610;2024;5;5.0;0.0;0.0;100.0;328140;3444;99;95
95612;2024;36;27.0;9.0;25.0;75.0;237581;3466;76;95
95625;2024;20;19.0;1.0;5.0;95.0;265859;3176;85;95
95627;2024;10;9.0;1.0;10.0;90.0;361967;3561;109;95
95628;2024;18;14.0;4.0;22.0;78.0;345118;3757;99;95
95637;2024;124;71.0;53.0;43.0;57.0;269539;3535;79;95
95641;2024;30;16.0;14.0;47.0;53.0;299249;3488;83;95
95651;2024;5;5.0;0.0;0.0;100.0;269800;3402;81;95
95652;2024;46;37.0;9.0;20.0;80.0;282023;3115;94;95
