code_insee;commune;dep_code;region_nom;federation;total_f;total_h;total;F - 1 à 4 ans;F - 5 à 9 ans;F - 10 à 14 ans;F - 15 à 19 ans;F - 20 à 24 ans;F - 25 à 29 ans;F - 30 à 34 ans;F - 35 à 39 ans;F - 40 à 44 ans;F - 45 à 49 ans;F - 50 à 54 ans;F - 55 à 59 ans;F - 60 à 64 ans;F - 65 à 69 ans;F - 70 à 74 ans;F - 75 à 79 ans;F - 80 à 99 ans;F - NR;H - 1 à 4 ans;H - 5 à 9 ans;H - 10 à 14 ans;H - 15 à 19 ans;H - 20 à 24 ans;H - 25 à 29 ans;H - 30 à 34 ans;H - 35 à 39 ans;H - 40 à 44 ans;H - 45 à 49 ans;H - 50 à 54 ans;H - 55 à 59 ans;H - 60 à 64 ans;H - 65 à 69 ans;H - 70 à 74 ans;H - 75 à 79 ans;H - 80 à 99 ans;H - NR
77409;Saint-Germain-Laval;77;Île-de-France;FF de Tennis de Table;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77410;Saint-Germain-Laxis;77;Île-de-France;FF de Tennis;1;5;6;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0
77411;Saint-Germain-sous-Doue;77;Île-de-France;FF de Tennis;1;4;5;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
77412;Saint-Germain-sur-École;77;Île-de-France;FF de Tennis;0;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;2;0;0;0;0;0;0
77412;Saint-Germain-sur-École;77;Île-de-France;FF de Tennis de Table;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77413;Saint-Germain-sur-Morin;77;Île-de-France;FF de Tennis;22;57;79;1;4;7;2;1;1;1;1;1;3;0;0;0;0;0;0;0;0;1;10;8;5;8;5;1;1;6;5;4;2;1;0;0;0;0;0
77413;Saint-Germain-sur-Morin;77;Île-de-France;FF de Tennis de Table;1;9;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;4;1;0;1;0;0;0;1;0;0;0;1;0;0;0;0
77414;Saint-Hilliers;77;Île-de-France;FF de Tennis;0;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;1;0;1;1;0;0;0;0;0;0;0
77415;Saint-Jean-les-Deux-Jumeaux;77;Île-de-France;FF de Tennis;26;28;54;1;6;4;4;0;1;1;1;1;2;2;2;0;0;1;0;0;0;1;4;8;2;1;1;1;2;3;1;1;2;0;0;1;0;0;0
77415;Saint-Jean-les-Deux-Jumeaux;77;Île-de-France;FF de Tennis de Table;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
77416;Saint-Just-en-Brie;77;Île-de-France;FF de Tennis;0;8;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;1;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0
77416;Saint-Just-en-Brie;77;Île-de-France;FF de Tennis de Table;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
77417;Saint-Léger;77;Île-de-France;FF de Tennis;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
77417;Saint-Léger;77;Île-de-France;FF de Tennis de Table;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77418;Saint-Loup-de-Naud;77;Île-de-France;FF de Tennis;2;2;4;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77419;Saint-Mammès;77;Île-de-France;FF de Tennis;9;24;33;1;2;2;2;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;3;5;3;1;1;2;1;3;3;0;0;1;0;1;0;0;0
77419;Saint-Mammès;77;Île-de-France;FF de Tennis de Table;0;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0
77420;Saint-Mard;77;Île-de-France;FF de Tennis;155;209;364;0;120;9;5;3;3;0;1;2;3;3;0;4;0;2;0;0;0;1;122;32;14;11;5;1;3;1;3;5;6;2;1;2;0;0;0
77420;Saint-Mard;77;Île-de-France;FF de Tennis de Table;1;7;8;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0
77421;Saint-Mars-Vieux-Maisons;77;Île-de-France;FF de Tennis;1;4;5;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0
77423;Saint-Martin-des-Champs;77;Île-de-France;FF de Tennis;5;6;11;0;0;0;0;1;2;0;1;0;0;1;0;0;0;0;0;0;0;0;1;2;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0
77423;Saint-Martin-des-Champs;77;Île-de-France;FF de Tennis de Table;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
77424;Saint-Martin-du-Boschet;77;Île-de-France;FF de Tennis;1;1;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
77425;Saint-Martin-en-Bière;77;Île-de-France;FF de Tennis;19;34;53;0;6;0;2;1;0;1;2;3;2;1;0;1;0;0;0;0;0;1;5;4;2;0;1;1;4;3;2;3;3;3;2;0;0;0;0
77425;Saint-Martin-en-Bière;77;Île-de-France;FF de Tennis de Table;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77426;Saint-Méry;77;Île-de-France;FF de Tennis;2;7;9;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;0;0;0;0;1;1;0;0;0;0;0;1;0;0
77426;Saint-Méry;77;Île-de-France;FF de Tennis de Table;0;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77427;Saint-Mesmes;77;Île-de-France;FF de Tennis;3;4;7;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0
77428;Saint-Ouen-en-Brie;77;Île-de-France;FF de Tennis;9;8;17;0;4;1;0;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;2;1;1;2;0;0;0;0;0;0;0;0
77428;Saint-Ouen-en-Brie;77;Île-de-France;FF de Tennis de Table;0;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0
77429;Saint-Ouen-sur-Morin;77;Île-de-France;FF de Tennis;4;6;10;0;0;1;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;1;2;0;0;0;0;0;0;2;0;0;0;0;0;0;0
77430;Saint-Pathus;77;Île-de-France;FF de Tennis;26;67;93;0;8;5;2;1;0;0;0;4;2;2;1;1;0;0;0;0;0;1;9;28;4;1;1;1;2;3;6;6;5;0;0;0;0;0;0
77430;Saint-Pathus;77;Île-de-France;FF de Tennis de Table;4;15;19;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4;0;0;1;1;2;1;1;2;1;0;1;0;0;0;0
77431;Saint-Pierre-lès-Nemours;77;Île-de-France;FF de Tennis;15;56;71;0;1;3;0;1;0;0;2;0;1;0;3;0;2;2;0;0;0;0;11;18;4;0;3;2;0;4;2;4;2;3;3;0;0;0;0
77431;Saint-Pierre-lès-Nemours;77;Île-de-France;FF de Tennis de Table;2;10;12;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;1;0;4;2;0;0;0;0;0;0
77432;Saint-Rémy-la-Vanne;77;Île-de-France;FF de Tennis;9;10;19;0;0;3;2;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;1;2;0;0;2;1;0;2;1;1;0;0;0;0;0;0;0
77433;Beautheil-Saints;77;Île-de-France;FF de Tennis;12;21;33;0;3;0;1;2;2;2;1;0;0;1;0;0;0;0;0;0;0;0;2;2;4;3;1;0;0;0;5;2;2;0;0;0;0;0;0
77433;Beautheil-Saints;77;Île-de-France;FF de Tennis de Table;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
77434;Saint-Sauveur-lès-Bray;77;Île-de-France;FF de Tennis;2;2;4;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0
77435;Saint-Sauveur-sur-École;77;Île-de-France;FF de Tennis;1;18;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;2;2;3;0;1;1;0;1;2;1;1;1;1;0;0
77435;Saint-Sauveur-sur-École;77;Île-de-France;FF de Tennis de Table;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77436;Saint-Siméon;77;Île-de-France;FF de Tennis;4;10;14;1;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;3;2;0;1;1;0;0;0;0;1;2;0;0;0;0;0;0
77436;Saint-Siméon;77;Île-de-France;FF de Tennis de Table;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
77437;Saint-Soupplets;77;Île-de-France;FF de Tennis;22;67;89;2;5;1;1;3;0;0;1;2;2;0;4;1;0;0;0;0;0;0;14;29;3;4;3;4;4;1;2;0;2;1;0;0;0;0;0
77437;Saint-Soupplets;77;Île-de-France;FF de Tennis de Table;3;10;13;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;4;0;0;0;0;2;1;0;1;2;0;0;0;0;0;0;0
77438;Saint-Thibault-des-Vignes;77;Île-de-France;FF de Tennis;11;44;55;0;3;0;0;0;3;0;2;1;0;0;2;0;0;0;0;0;0;0;10;5;2;4;2;1;3;5;3;1;4;0;2;2;0;0;0
77438;Saint-Thibault-des-Vignes;77;Île-de-France;FF de Tennis de Table;1;19;20;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;4;0;2;1;0;0;3;2;2;1;1;2;0;0;0;0
77439;Salins;77;Île-de-France;FF de Tennis;2;4;6;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;1;0;0;0;0;0;0
77440;Sammeron;77;Île-de-France;FF de Tennis;7;16;23;0;3;0;2;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;3;6;3;0;0;0;0;2;0;1;1;0;0;0;0;0;0
77440;Sammeron;77;Île-de-France;FF de Tennis de Table;1;3;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0
77441;Samois-sur-Seine;77;Île-de-France;FF de Tennis;7;34;41;0;2;0;1;0;1;0;0;0;0;1;2;0;0;0;0;0;0;0;8;5;3;0;0;1;0;0;1;6;5;1;1;0;2;1;0
77441;Samois-sur-Seine;77;Île-de-France;FF de Tennis de Table;0;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
77442;Samoreau;77;Île-de-France;FF de Tennis;11;31;42;0;4;1;0;0;2;0;0;0;0;4;0;0;0;0;0;0;0;0;4;8;5;0;1;2;3;1;2;3;1;1;0;0;0;0;0
77442;Samoreau;77;Île-de-France;FF de Tennis de Table;1;2;3;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0
77443;Sancy;77;Île-de-France;FF de Tennis;2;0;2;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77443;Sancy;77;Île-de-France;FF de Tennis de Table;1;1;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77445;Savigny-le-Temple;77;Île-de-France;FF de Tennis;58;141;199;0;16;21;2;2;2;2;3;1;3;1;1;2;0;2;0;0;0;0;15;32;14;10;4;4;7;6;15;10;12;6;3;1;2;0;0
77445;Savigny-le-Temple;77;Île-de-France;FF de Tennis de Table;4;39;43;0;0;0;0;0;0;1;0;1;1;0;0;0;1;0;0;0;0;0;3;13;6;0;1;3;0;4;2;0;3;1;0;2;1;0;0
77445;Savigny-le-Temple;77;Île-de-France;FF de Tennis;3;3;6;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0
77445;Savigny-le-Temple;77;Île-de-France;FF de Tennis;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77446;Savins;77;Île-de-France;FF de Tennis;2;3;5;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
77447;Seine-Port;77;Île-de-France;FF de Tennis;13;40;53;0;3;2;5;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;7;12;5;0;0;0;6;1;3;0;4;1;0;0;1;0;0
77447;Seine-Port;77;Île-de-France;FF de Tennis de Table;0;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;1;0;0;0;1;1;0
77448;Sept-Sorts;77;Île-de-France;FF de Tennis;1;10;11;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;1;0;1;2;0;0;1;0;0;1;0;0;0
77448;Sept-Sorts;77;Île-de-France;FF de Tennis de Table;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77449;Serris;77;Île-de-France;FF de Tennis;30;87;117;0;5;9;3;1;0;1;2;2;2;2;2;1;0;0;0;0;0;0;16;16;11;4;4;5;5;5;8;5;2;4;1;1;0;0;0
77449;Serris;77;Île-de-France;FF de Tennis de Table;3;25;28;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;3;4;6;0;0;0;1;1;3;2;2;1;1;1;0;0;0
77450;Servon;77;Île-de-France;FF de Tennis;28;63;91;0;5;9;2;0;1;0;0;1;5;3;2;0;0;0;0;0;0;1;10;14;7;7;5;1;0;1;8;3;3;3;0;0;0;0;0
77450;Servon;77;Île-de-France;FF de Tennis de Table;1;7;8;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;1;2;1;0;0;0;0;0
77451;Signy-Signets;77;Île-de-France;FF de Tennis;1;6;7;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0
77451;Signy-Signets;77;Île-de-France;FF de Tennis de Table;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77453;Sivry-Courtry;77;Île-de-France;FF de Tennis;11;22;33;0;2;4;0;0;1;0;0;2;1;1;0;0;0;0;0;0;0;0;3;4;4;1;0;1;1;1;1;1;2;0;1;1;0;1;0
77453;Sivry-Courtry;77;Île-de-France;FF de Tennis de Table;0;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;1;0;0;0
77454;Sognolles-en-Montois;77;Île-de-France;FF de Tennis;0;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0
77454;Sognolles-en-Montois;77;Île-de-France;FF de Tennis de Table;3;4;7;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;1;0;0
77455;Soignolles-en-Brie;77;Île-de-France;FF de Tennis;7;17;24;1;1;2;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;5;2;0;2;0;0;2;0;3;1;1;0;0;0;0;0
77455;Soignolles-en-Brie;77;Île-de-France;FF de Tennis de Table;0;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;1;1;0;0;0;0;0
77456;Soisy-Bouy;77;Île-de-France;FF de Tennis;1;5;6;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0
77457;Solers;77;Île-de-France;FF de Tennis;9;9;18;0;3;0;1;1;0;0;1;1;2;0;0;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0;1;2;1;0;1;0;0;0;0
77457;Solers;77;Île-de-France;FF de Tennis de Table;0;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
77458;Souppes-sur-Loing;77;Île-de-France;FF de Tennis;9;21;30;0;1;0;1;0;1;0;0;0;3;0;3;0;0;0;0;0;0;0;0;1;4;0;0;2;0;0;1;3;4;3;2;1;0;0;0
77458;Souppes-sur-Loing;77;Île-de-France;FF de Tennis de Table;0;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0
77459;Sourdun;77;Île-de-France;FF de Tennis;2;2;4;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0
77460;Tancrou;77;Île-de-France;FF de Tennis;1;5;6;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0
77460;Tancrou;77;Île-de-France;FF de Tennis de Table;1;1;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
77461;Thénisy;77;Île-de-France;FF de Tennis;2;3;5;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0
77461;Thénisy;77;Île-de-France;FF de Tennis de Table;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77462;Thieux;77;Île-de-France;FF de Tennis;2;8;10;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;1;2;0;0;2;0;0;0;0;0;0;0
77463;Thomery;77;Île-de-France;FF de Tennis;66;135;201;1;11;18;7;2;1;1;2;6;6;2;3;4;0;1;1;0;0;0;29;25;12;2;3;5;10;11;13;7;4;4;3;1;3;3;0
77463;Thomery;77;Île-de-France;FF de Tennis de Table;2;4;6;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0
77464;Thorigny-sur-Marne;77;Île-de-France;FF de Tennis;54;135;189;3;10;18;5;0;0;1;5;1;6;3;0;2;0;0;0;0;0;1;23;31;10;3;6;6;5;9;13;12;4;3;3;4;2;0;0
77464;Thorigny-sur-Marne;77;Île-de-France;FF de Tennis de Table;1;12;13;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;1;0;2;1;0;1;1;0;0;0;0;1;0;0;0
77465;Thoury-Férottes;77;Île-de-France;FF de Tennis;2;10;12;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;4;0;0;1;0;0;0;1;0;0;0;0;0;0;0
77465;Thoury-Férottes;77;Île-de-France;FF de Tennis de Table;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
77466;Tigeaux;77;Île-de-France;FF de Tennis;1;4;5;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;1;0;0
77467;La Tombe;77;Île-de-France;FF de Tennis;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
77468;Torcy;77;Île-de-France;FF de Tennis;54;135;189;3;13;4;5;0;2;4;4;6;5;0;1;1;1;3;1;1;0;3;29;22;8;4;8;7;9;13;9;9;4;4;2;3;0;1;0
77468;Torcy;77;Île-de-France;FF de Tennis de Table;6;28;34;0;1;2;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;8;3;2;0;2;3;0;1;2;1;0;3;2;0;0;0
77468;Torcy;77;Île-de-France;FF de Tennis;9;8;17;2;3;1;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;4;0;0;0;0;0;0;0;1;2;1;0;0;0;0;0;0
77468;Torcy;77;Île-de-France;FF de Tennis;15;24;39;1;8;4;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;8;5;1;0;1;0;2;1;0;1;0;1;2;1;0;0;0
77468;Torcy;77;Île-de-France;FF de Tennis de Table;0;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;1;0;0;0;0;0;0;0
77469;Touquin;77;Île-de-France;FF de Tennis;8;8;16;0;1;1;1;0;0;1;0;0;0;3;0;0;0;1;0;0;0;0;3;2;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0
77469;Touquin;77;Île-de-France;FF de Tennis de Table;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
77470;Tournan-en-Brie;77;Île-de-France;FF de Tennis;131;201;332;6;88;24;6;2;0;1;0;1;1;1;1;0;0;0;0;0;0;9;97;41;14;2;0;2;6;7;10;4;2;3;0;1;3;0;0
77470;Tournan-en-Brie;77;Île-de-France;FF de Tennis de Table;1;17;18;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;4;0;0;1;0;0;4;4;1;1;0;0;0;0;0
77471;Tousson;77;Île-de-France;FF de Tennis;2;4;6;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
77471;Tousson;77;Île-de-France;FF de Tennis de Table;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
77472;La Trétoire;77;Île-de-France;FF de Tennis;2;6;8;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1;2;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0
77473;Treuzy-Levelay;77;Île-de-France;FF de Tennis;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77474;Trilbardou;77;Île-de-France;FF de Tennis;3;8;11;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;1;0;0;1;0;0;0;0;0;1;1;0;0;0
77474;Trilbardou;77;Île-de-France;FF de Tennis de Table;1;1;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77475;Trilport;77;Île-de-France;FF de Tennis;8;25;33;0;0;2;0;2;0;0;0;0;1;2;1;0;0;0;0;0;0;1;4;4;4;3;2;0;0;2;1;0;1;1;1;0;0;1;0
77475;Trilport;77;Île-de-France;FF de Tennis de Table;1;2;3;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
77476;Trocy-en-Multien;77;Île-de-France;FF de Tennis;1;1;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
77477;Ury;77;Île-de-France;FF de Tennis;5;8;13;0;1;0;2;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;2;0;0;0;0;1;1;1;1;0;0;0;0;1;0;0
77478;Ussy-sur-Marne;77;Île-de-France;FF de Tennis;7;14;21;0;1;2;1;1;0;0;0;0;0;1;1;0;0;0;0;0;0;2;3;2;2;0;0;1;0;0;2;2;0;0;0;0;0;0;0
77478;Ussy-sur-Marne;77;Île-de-France;FF de Tennis de Table;1;1;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
77479;Vaires-sur-Marne;77;Île-de-France;FF de Tennis;148;272;420;3;101;12;2;3;1;5;4;4;6;2;2;0;3;0;0;0;0;7;148;27;7;6;7;8;8;11;14;9;3;4;8;3;1;1;0
77479;Vaires-sur-Marne;77;Île-de-France;FF de Tennis de Table;7;47;54;0;1;3;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;4;14;5;0;0;1;4;4;2;1;4;4;0;3;1;0;0
77480;Valence-en-Brie;77;Île-de-France;FF de Tennis;4;5;9;0;1;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0
77480;Valence-en-Brie;77;Île-de-France;FF de Tennis de Table;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
77481;Vanvillé;77;Île-de-France;FF de Tennis;2;1;3;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
77482;Varennes-sur-Seine;77;Île-de-France;FF de Tennis;7;8;15;0;1;1;1;0;0;1;0;2;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;1;2;1;2;0;0;0;0;0;0;0;0
77482;Varennes-sur-Seine;77;Île-de-France;FF de Tennis de Table;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
