code_insee;commune;dep_code;region_nom;federation;total_f;total_h;total;F - 1 à 4 ans;F - 5 à 9 ans;F - 10 à 14 ans;F - 15 à 19 ans;F - 20 à 24 ans;F - 25 à 29 ans;F - 30 à 34 ans;F - 35 à 39 ans;F - 40 à 44 ans;F - 45 à 49 ans;F - 50 à 54 ans;F - 55 à 59 ans;F - 60 à 64 ans;F - 65 à 69 ans;F - 70 à 74 ans;F - 75 à 79 ans;F - 80 à 99 ans;F - NR;H - 1 à 4 ans;H - 5 à 9 ans;H - 10 à 14 ans;H - 15 à 19 ans;H - 20 à 24 ans;H - 25 à 29 ans;H - 30 à 34 ans;H - 35 à 39 ans;H - 40 à 44 ans;H - 45 à 49 ans;H - 50 à 54 ans;H - 55 à 59 ans;H - 60 à 64 ans;H - 65 à 69 ans;H - 70 à 74 ans;H - 75 à 79 ans;H - 80 à 99 ans;H - NR
95028;Attainville;95;Île-de-France;FF de Tennis de Table;0;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0
95039;Auvers-sur-Oise;95;Île-de-France;FF de Tennis;70;165;235;4;19;14;5;1;0;2;2;7;3;2;3;0;4;1;2;1;0;6;37;45;13;2;1;7;7;10;6;6;8;2;4;4;5;2;0
95039;Auvers-sur-Oise;95;Île-de-France;FF de Tennis de Table;0;11;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;1;0;1;0;0;2;2;1;0;0;1;0
95040;Avernes;95;Île-de-France;FF de Tennis;5;8;13;0;1;0;1;1;0;1;0;0;0;0;1;0;0;0;0;0;0;1;2;0;3;0;0;0;0;1;1;0;0;0;0;0;0;0;0
95040;Avernes;95;Île-de-France;FF de Tennis de Table;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
95042;Baillet-en-France;95;Île-de-France;FF de Tennis;6;20;26;0;3;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;5;0;1;1;3;2;3;1;1;0;1;1;0;0;0;0;0
95042;Baillet-en-France;95;Île-de-France;FF de Tennis de Table;1;10;11;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;0;0;0;0;0;0;2;0;0;2;0;0;0;0;0
95046;Banthelu;95;Île-de-France;FF de Tennis;2;2;4;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
95051;Beauchamp;95;Île-de-France;FF de Tennis;52;140;192;2;12;9;3;0;1;5;5;2;3;0;2;4;3;1;0;0;0;3;32;24;9;5;5;5;6;7;8;9;8;4;9;4;1;1;0
95051;Beauchamp;95;Île-de-France;FF de Tennis de Table;18;32;50;0;4;3;2;1;1;1;2;2;0;0;0;1;0;0;1;0;0;0;5;8;0;1;1;1;1;2;6;0;0;3;0;1;2;1;0
95052;Beaumont-sur-Oise;95;Île-de-France;FF de Tennis;19;43;62;0;7;4;1;1;1;0;0;3;1;0;0;1;0;0;0;0;0;0;9;11;3;2;1;3;2;3;3;2;0;3;0;1;0;0;0
95052;Beaumont-sur-Oise;95;Île-de-France;FF de Tennis de Table;4;14;18;0;1;0;0;0;0;0;1;0;0;0;0;2;0;0;0;0;0;0;0;5;1;1;0;1;0;1;1;1;2;0;0;1;0;0;0
95054;Le Bellay-en-Vexin;95;Île-de-France;FF de Tennis;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
95054;Le Bellay-en-Vexin;95;Île-de-France;FF de Tennis de Table;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
95055;Bellefontaine;95;Île-de-France;FF de Tennis;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
95055;Bellefontaine;95;Île-de-France;FF de Tennis de Table;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
95056;Belloy-en-France;95;Île-de-France;FF de Tennis;8;24;32;0;0;3;2;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;5;5;1;3;3;1;0;2;0;3;0;1;0;0;0;0;0
95056;Belloy-en-France;95;Île-de-France;FF de Tennis de Table;0;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;2;0;0;1;0;0;1;0
95058;Bernes-sur-Oise;95;Île-de-France;FF de Tennis;4;13;17;0;2;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;4;3;1;0;0;1;1;1;1;0;0;0;0;1;0;0;0
95058;Bernes-sur-Oise;95;Île-de-France;FF de Tennis de Table;0;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;1;1;0;1;0;0;0;0;0;0
95059;Berville;95;Île-de-France;FF de Tennis;2;4;6;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0
95060;Bessancourt;95;Île-de-France;FF de Tennis;55;121;176;4;6;17;3;6;1;1;1;6;4;3;0;1;2;0;0;0;0;0;30;23;11;4;4;2;6;4;12;7;5;4;6;2;1;0;0
95060;Bessancourt;95;Île-de-France;FF de Tennis de Table;14;40;54;0;3;5;1;1;0;1;0;0;1;2;0;0;0;0;0;0;0;0;3;20;1;1;0;1;2;2;1;2;5;0;2;0;0;0;0
95061;Béthemont-la-Forêt;95;Île-de-France;FF de Tennis;1;5;6;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0
95061;Béthemont-la-Forêt;95;Île-de-France;FF de Tennis de Table;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0
95063;Bezons;95;Île-de-France;FF de Tennis;93;159;252;4;37;23;6;2;8;1;2;5;2;2;0;0;0;1;0;0;0;8;30;39;6;7;12;9;12;11;4;6;6;3;0;1;3;2;0
95063;Bezons;95;Île-de-France;FF de Tennis de Table;3;17;20;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;3;2;3;2;1;0;1;0;1;1;0;2;0;0;0;0
95063;Bezons;95;Île-de-France;FF de Tennis;4;3;7;0;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0
95063;Bezons;95;Île-de-France;FF de Tennis;2;5;7;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;2;0;0;0;0;0;0;0;0;0
95063;Bezons;95;Île-de-France;FF de Tennis de Table;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
95074;Boisemont;95;Île-de-France;FF de Tennis;8;19;27;0;6;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2;7;2;0;0;0;0;2;3;1;1;0;0;0;1;0;0;0
95074;Boisemont;95;Île-de-France;FF de Tennis de Table;6;10;16;0;4;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;5;2;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0
95078;Boissy-l'Aillerie;95;Île-de-France;FF de Tennis;23;65;88;0;7;1;0;2;0;0;1;6;5;1;0;0;0;0;0;0;0;1;7;23;14;4;1;1;2;3;2;3;3;0;1;0;0;0;0
95078;Boissy-l'Aillerie;95;Île-de-France;FF de Tennis de Table;2;4;6;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
95088;Bonneuil-en-France;95;Île-de-France;FF de Tennis;3;9;12;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;5;2;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0
95088;Bonneuil-en-France;95;Île-de-France;FF de Tennis de Table;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
95091;Bouffémont;95;Île-de-France;FF de Tennis;27;115;142;0;9;3;1;1;0;2;1;7;2;0;1;0;0;0;0;0;0;9;29;26;12;4;3;3;3;9;3;4;3;1;4;1;1;0;0
95091;Bouffémont;95;Île-de-France;FF de Tennis de Table;4;26;30;0;0;1;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;2;8;1;1;1;0;2;2;1;2;2;1;3;0;0;0;0
95094;Bouqueval;95;Île-de-France;FF de Tennis;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
95101;Bray-et-Lû;95;Île-de-France;FF de Tennis;1;5;6;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0;0
95102;Bréançon;95;Île-de-France;FF de Tennis;2;9;11;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;4;2;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0
95110;Brignancourt;95;Île-de-France;FF de Tennis;4;9;13;0;0;1;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;3;1;2;1;0;0;1;1;0;0;0;0;0;0;0;0;0
95116;Bruyères-sur-Oise;95;Île-de-France;FF de Tennis;6;25;31;0;2;2;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;2;9;1;0;2;0;3;2;3;0;0;1;0;1;0;0;0
95116;Bruyères-sur-Oise;95;Île-de-France;FF de Tennis de Table;0;9;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;2;4;0;0;0;0;0;0;0;0
95119;Buhy;95;Île-de-France;FF de Tennis;0;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0
95120;Butry-sur-Oise;95;Île-de-France;FF de Tennis;32;61;93;1;4;7;2;1;1;1;3;6;2;2;0;1;0;1;0;0;0;2;12;12;5;3;1;3;8;1;3;4;1;2;1;2;1;0;0
95120;Butry-sur-Oise;95;Île-de-France;FF de Tennis de Table;0;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0
95127;Cergy;95;Île-de-France;FF de Tennis;176;362;538;8;62;36;14;4;4;10;6;5;5;4;7;3;4;2;1;1;0;8;80;74;24;19;13;21;21;22;24;19;14;4;9;4;3;3;0
95127;Cergy;95;Île-de-France;FF de Tennis de Table;11;52;63;0;2;4;0;0;0;1;0;0;1;1;1;0;0;1;0;0;0;0;2;12;2;2;3;0;5;4;3;4;5;6;2;1;1;0;0
95127;Cergy;95;Île-de-France;FF de Tennis;19;14;33;0;7;5;5;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;2;3;1;1;2;1;2;1;1;0;0;0;0;0;0;0;0
95127;Cergy;95;Île-de-France;FF de Tennis de Table;1;6;7;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;1;0;1;0;0;2;0;0;0;0;0
95127;Cergy;95;Île-de-France;FF de Tennis;0;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0
95134;Champagne-sur-Oise;95;Île-de-France;FF de Tennis;60;87;147;1;10;14;22;2;1;1;0;1;2;4;0;1;0;1;0;0;0;4;24;20;7;5;3;2;2;2;6;2;2;4;3;1;0;0;0
95134;Champagne-sur-Oise;95;Île-de-France;FF de Tennis de Table;0;7;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0
95139;La Chapelle-en-Vexin;95;Île-de-France;FF de Tennis;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0
95141;Charmont;95;Île-de-France;FF de Tennis;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
95142;Chars;95;Île-de-France;FF de Tennis;4;17;21;0;0;1;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;6;3;1;0;1;0;0;1;2;1;1;0;0;1;0;0;0
95144;Châtenay-en-France;95;Île-de-France;FF de Tennis de Table;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
95149;Chaumontel;95;Île-de-France;FF de Tennis;26;56;82;0;5;4;4;0;0;1;1;1;4;2;1;2;0;0;1;0;0;1;10;9;7;4;2;1;3;4;4;5;2;2;1;1;0;0;0
95149;Chaumontel;95;Île-de-France;FF de Tennis de Table;5;7;12;0;0;0;0;0;0;0;0;0;0;3;1;1;0;0;0;0;0;0;0;1;0;1;0;1;1;0;1;0;1;0;1;0;0;0;0
95150;Chaussy;95;Île-de-France;FF de Tennis;4;3;7;0;1;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
95150;Chaussy;95;Île-de-France;FF de Tennis de Table;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
95151;Chauvry;95;Île-de-France;FF de Tennis;1;3;4;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0
95154;Chennevières-lès-Louvres;95;Île-de-France;FF de Tennis;1;3;4;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
95157;Chérence;95;Île-de-France;FF de Tennis;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
95166;Cléry-en-Vexin;95;Île-de-France;FF de Tennis;3;4;7;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0
95166;Cléry-en-Vexin;95;Île-de-France;FF de Tennis de Table;1;1;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
95169;Commeny;95;Île-de-France;FF de Tennis;13;15;28;1;2;3;0;0;1;1;1;1;0;1;1;1;0;0;0;0;0;0;3;3;2;0;3;0;0;1;1;1;0;1;0;0;0;0;0
95169;Commeny;95;Île-de-France;FF de Tennis de Table;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
95170;Condécourt;95;Île-de-France;FF de Tennis;4;3;7;0;0;0;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0
95170;Condécourt;95;Île-de-France;FF de Tennis de Table;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0
95176;Cormeilles-en-Parisis;95;Île-de-France;FF de Tennis;166;471;637;10;43;32;19;5;4;5;5;12;11;3;7;1;5;1;3;0;0;17;119;111;38;14;9;16;29;15;35;28;12;8;10;2;5;3;0
95176;Cormeilles-en-Parisis;95;Île-de-France;FF de Tennis de Table;5;45;50;0;0;0;0;0;1;0;0;1;2;0;1;0;0;0;0;0;0;0;5;12;3;3;0;5;2;6;3;3;0;0;3;0;0;0;0
95177;Cormeilles-en-Vexin;95;Île-de-France;FF de Tennis;12;32;44;0;2;2;1;0;0;1;2;1;0;1;2;0;0;0;0;0;0;0;4;11;2;1;2;2;0;4;2;0;1;0;2;0;1;0;0
95177;Cormeilles-en-Vexin;95;Île-de-France;FF de Tennis de Table;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
95181;Courcelles-sur-Viosne;95;Île-de-France;FF de Tennis;0;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;2;0;0;0;0;0;0;0
95183;Courdimanche;95;Île-de-France;FF de Tennis;72;143;215;5;18;11;6;4;2;3;2;4;7;4;2;2;0;2;0;0;0;13;29;27;12;3;3;6;7;8;11;9;4;8;1;2;0;0;0
95183;Courdimanche;95;Île-de-France;FF de Tennis de Table;3;12;15;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;4;1;0;0;0;2;2;1;1;0;0;0;0;1;0;0
95197;Deuil-la-Barre;95;Île-de-France;FF de Tennis;151;332;483;5;45;37;14;4;7;3;4;10;10;5;2;2;0;2;1;0;0;10;70;66;28;12;13;10;18;18;27;14;18;8;11;4;3;2;0
95197;Deuil-la-Barre;95;Île-de-France;FF de Tennis de Table;4;39;43;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;4;4;4;1;2;3;2;3;5;2;3;2;2;1;1;0;0
95199;Domont;95;Île-de-France;FF de Tennis;49;176;225;3;15;13;5;1;1;0;1;3;1;2;2;0;0;1;0;1;0;8;43;37;7;5;13;8;10;5;13;6;8;5;1;3;1;3;0
95199;Domont;95;Île-de-France;FF de Tennis de Table;10;55;65;0;1;1;3;0;0;0;2;0;0;1;1;1;0;0;0;0;0;0;8;20;7;0;0;0;2;3;2;5;3;1;1;1;1;1;0
95203;Eaubonne;95;Île-de-France;FF de Tennis;243;579;822;14;90;32;8;5;5;8;13;22;7;15;9;5;5;3;1;1;0;29;172;106;35;10;30;16;27;38;31;24;18;17;14;8;2;2;0
95203;Eaubonne;95;Île-de-France;FF de Tennis de Table;18;102;120;1;2;2;0;1;1;1;0;0;0;2;3;5;0;0;0;0;0;4;15;28;4;5;1;4;2;6;5;5;7;11;2;1;2;0;0
95205;Écouen;95;Île-de-France;FF de Tennis;20;56;76;0;7;1;3;0;0;1;2;2;0;3;0;0;1;0;0;0;0;1;11;10;1;4;5;3;4;4;3;1;4;2;2;1;0;0;0
95205;Écouen;95;Île-de-France;FF de Tennis de Table;2;18;20;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;5;3;1;1;2;0;0;1;0;1;1;0;1;0;0;0
95210;Enghien-les-Bains;95;Île-de-France;FF de Tennis;120;262;382;7;21;26;14;1;2;4;8;7;13;4;4;2;5;1;1;0;0;7;57;51;20;9;13;10;9;15;24;14;9;8;7;5;2;2;0
95210;Enghien-les-Bains;95;Île-de-France;FF de Tennis de Table;5;25;30;1;0;2;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;2;3;9;3;2;0;1;0;1;2;0;0;1;0;0;1;0;0
95211;Ennery;95;Île-de-France;FF de Tennis;24;68;92;0;3;1;3;0;0;0;7;4;1;0;3;0;1;0;1;0;0;0;12;14;3;5;3;2;5;5;8;2;2;2;3;0;2;0;0
95211;Ennery;95;Île-de-France;FF de Tennis de Table;2;13;15;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;2;7;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0
95212;Épiais-lès-Louvres;95;Île-de-France;FF de Tennis;1;2;3;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
95213;Épiais-Rhus;95;Île-de-France;FF de Tennis;4;8;12;1;0;0;0;0;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;1;1;1;0;0;1;0;1;0;1;1;1;0;0;0;0
95214;Épinay-Champlâtreux;95;Île-de-France;FF de Tennis de Table;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
95218;Éragny;95;Île-de-France;FF de Tennis;93;201;294;2;28;16;7;4;1;4;4;7;3;6;5;4;2;0;0;0;0;3;48;35;15;5;11;6;14;11;20;14;4;3;3;6;1;2;0
95218;Éragny;95;Île-de-France;FF de Tennis de Table;5;23;28;0;0;2;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;8;2;0;1;1;3;1;4;1;0;0;0;1;1;0;0
95218;Éragny;95;Île-de-France;FF de Tennis;8;8;16;0;4;3;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;5;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
95218;Éragny;95;Île-de-France;FF de Tennis de Table;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
95219;Ermont;95;Île-de-France;FF de Tennis;165;400;565;4;56;24;8;5;5;7;11;11;9;6;3;7;4;1;4;0;0;8;93;58;27;16;22;22;19;32;29;17;17;10;5;11;9;5;0
95219;Ermont;95;Île-de-France;FF de Tennis de Table;16;88;104;0;5;1;1;1;1;1;1;1;1;0;0;1;2;0;0;0;0;0;7;37;6;1;6;6;4;3;4;4;4;3;1;2;0;0;0
95219;Ermont;95;Île-de-France;FF de Tennis;3;7;10;0;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;4;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0
95219;Ermont;95;Île-de-France;FF de Tennis de Table;2;3;5;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0
95229;Ézanville;95;Île-de-France;FF de Tennis;31;76;107;1;9;3;1;1;1;0;1;4;3;4;1;1;1;0;0;0;0;3;10;10;7;2;6;3;3;6;7;7;6;3;2;1;0;0;0
95229;Ézanville;95;Île-de-France;FF de Tennis de Table;7;34;41;0;1;1;2;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;2;10;3;2;2;0;4;3;2;2;2;1;0;1;0;0;0
95241;Fontenay-en-Parisis;95;Île-de-France;FF de Tennis;7;22;29;0;1;1;1;1;0;1;0;0;1;1;0;0;0;0;0;0;0;0;1;4;3;4;2;2;0;2;0;4;0;0;0;0;0;0;0
95241;Fontenay-en-Parisis;95;Île-de-France;FF de Tennis de Table;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0
95250;Fosses;95;Île-de-France;FF de Tennis;25;97;122;1;13;6;0;1;0;0;0;1;0;1;0;1;1;0;0;0;0;2;27;19;10;2;6;3;3;6;4;5;5;2;0;2;1;0;0
95250;Fosses;95;Île-de-France;FF de Tennis de Table;1;22;23;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;11;3;1;0;1;0;1;2;0;0;1;1;0;0;0;0
95252;Franconville;95;Île-de-France;FF de Tennis;152;342;494;12;39;27;9;2;7;11;11;4;17;4;6;1;0;2;0;0;0;15;75;59;22;7;18;21;23;16;32;16;13;7;9;4;5;0;0
95252;Franconville;95;Île-de-France;FF de Tennis de Table;19;84;103;0;1;2;1;0;2;1;1;3;1;3;2;1;1;0;0;0;0;0;9;22;2;3;5;5;6;4;6;4;8;3;5;2;0;0;0
95252;Franconville;95;Île-de-France;FF de Tennis de Table;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
95252;Franconville;95;Île-de-France;FF de Tennis;5;6;11;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
95252;Franconville;95;Île-de-France;FF de Tennis;3;5;8;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;2;0;0;0;0;0;1;0;0;0;0
95252;Franconville;95;Île-de-France;FF de Tennis de Table;0;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0
95253;Frémainville;95;Île-de-France;FF de Tennis;1;5;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0
95254;Frémécourt;95;Île-de-France;FF de Tennis;6;10;16;0;2;2;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;2;3;2;0;0;1;0;0;0;1;0;0;0;0;0;0;0
95254;Frémécourt;95;Île-de-France;FF de Tennis de Table;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
95256;Frépillon;95;Île-de-France;FF de Tennis;25;56;81;0;2;7;4;0;3;0;2;2;4;0;1;0;0;0;0;0;0;0;11;15;7;2;1;0;7;1;2;2;1;2;3;1;0;1;0
95256;Frépillon;95;Île-de-France;FF de Tennis de Table;2;10;12;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;2;0;1;0;0;1;0;2;0;1;1;1;0;0;0;0
95257;La Frette-sur-Seine;95;Île-de-France;FF de Tennis;43;131;174;4;12;6;2;1;1;2;2;0;6;4;0;1;0;1;1;0;0;7;30;22;13;7;2;3;6;8;6;11;5;5;1;2;3;0;0
95257;La Frette-sur-Seine;95;Île-de-France;FF de Tennis de Table;1;25;26;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;9;1;2;0;2;2;2;1;0;0;0;1;0;0;1;0
95258;Frouville;95;Île-de-France;FF de Tennis;5;6;11;0;1;0;1;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;1;1;0;0;2;0;0;0;0;1;0;0;0;0;0;1;0
95258;Frouville;95;Île-de-France;FF de Tennis de Table;0;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0
95268;Garges-lès-Gonesse;95;Île-de-France;FF de Tennis;13;28;41;0;4;3;1;0;1;1;1;1;0;0;0;1;0;0;0;0;0;2;9;2;3;0;3;1;1;1;2;0;3;0;0;0;0;1;0
95268;Garges-lès-Gonesse;95;Île-de-France;FF de Tennis de Table;1;17;18;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;3;5;2;1;1;0;1;0;1;0;0;0;0;3;0;0;0
95268;Garges-lès-Gonesse;95;Île-de-France;FF de Tennis;15;42;57;0;8;5;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;5;11;5;6;3;1;2;3;1;3;0;0;0;0;1;0;0
95268;Garges-lès-Gonesse;95;Île-de-France;FF de Tennis de Table;3;10;13;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;2;1;1;3;1;0;0;0;1;0;0;0;0;0;0
